searchSteps,startWeight,endWeight,exponent,dynamicEnabled,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
3,0.7,1.1,2.4,true,original,1,true,1.00,9959,385,9855,294,213598,758
3,0.7,1.1,2.4,true,original,2,true,1.00,3849,323,3815,105,61669,1159
3,0.7,1.1,2.4,true,original,3,true,1.00,2071,294,2035,56,34300,1043
3,0.7,1.1,2.4,true,original,4,true,1.00,8292,460,8240,239,316875,1640
3,0.7,1.1,2.4,true,original,5,true,1.00,10059,484,10005,295,384848,1431
3,0.7,1.1,2.4,true,original,6,true,1.00,3573,285,3558,107,143019,1199
3,0.7,1.1,2.4,true,original,7,true,1.00,6226,415,6224,187,276623,1556
3,0.7,1.1,2.4,true,original,8,true,1.00,35,317,32,1,1343,453
3,0.7,1.1,2.4,true,original,9,true,1.00,5958,363,5928,174,160417,897
3,0.7,1.1,2.4,true,original,10,true,1.00,177,278,154,4,2979,567
3,0.7,1.1,2.4,true,original,11,true,1.00,6803,393,6788,206,219251,1086
3,0.7,1.1,2.4,true,original,12,true,1.00,14373,598,14359,437,501910,1045
3,0.7,1.1,2.4,true,original,13,true,1.00,10,306,7,1,234,45
3,0.7,1.1,2.4,true,original,14,true,1.00,38,383,31,1,1051,154
3,0.7,1.1,2.4,true,original,15,true,1.00,23609,873,23589,714,766658,1112
3,0.7,1.1,2.4,true,krys,1,true,1.00,13907,546,13881,428,452599,994
3,0.7,1.1,2.4,true,krys,2,true,1.00,7166,375,7163,217,220061,1038
3,0.7,1.1,2.4,true,krys,3,true,1.00,12431,515,12411,387,414487,1045
3,0.7,1.1,2.4,true,krys,4,true,1.00,10360,440,10359,323,322995,983
3,0.7,1.1,2.4,true,krys,5,true,1.00,29,334,15,1,450,116
3,0.7,1.1,2.4,true,krys,6,true,1.00,8321,362,8313,252,267676,1047
3,0.7,1.1,2.4,true,krys,7,true,1.00,7510,360,7508,227,239905,1000
3,0.7,1.1,2.4,true,krys,8,true,1.00,8478,377,8466,266,252815,1009
3,0.7,1.1,2.4,true,krys,9,true,1.00,101,366,98,3,3234,401
3,0.7,1.1,2.4,true,krys,10,true,1.00,8481,380,8480,257,278668,1056
3,0.7,1.1,2.4,true,krys,11,true,1.00,10223,397,10223,311,313290,967
3,0.7,1.1,2.4,true,krys,12,true,1.00,11807,481,11805,357,377231,1050
3,0.7,1.1,2.4,true,krys,13,true,1.00,6905,375,6896,209,214162,1077
3,0.7,1.1,2.4,true,krys,14,true,1.00,7192,328,7191,218,211048,998
3,0.7,1.1,2.4,true,krys,15,true,1.00,3868,396,3866,117,131582,850
3,0.7,1.1,2.4,true,krys,16,true,1.00,8890,392,8889,273,272847,982
3,0.7,1.1,2.4,true,krys,17,true,1.00,9527,431,9526,290,307943,1166
3,0.7,1.1,2.4,true,krys,18,true,1.00,5214,374,5211,159,166514,1024
3,0.7,1.1,2.4,true,krys,19,true,1.00,5911,380,5909,179,188578,1002
3,0.7,1.1,2.4,true,krys,20,true,1.00,9407,476,9405,286,301547,1025
3,0.7,1.1,2.4,true,krys,21,true,1.00,6706,352,6690,203,223556,978
3,0.7,1.1,2.4,true,krys,22,true,1.00,861,366,858,26,26752,819
3,0.7,1.1,2.4,true,krys,23,true,1.00,8348,400,8346,255,266457,1080
3,0.7,1.1,2.4,true,krys,24,false,0.70,32168,999,32168,999,1067871,835
3,0.7,1.1,2.4,true,krys,25,true,1.00,10156,426,10133,306,343076,953
3,0.7,1.1,2.4,true,krys,26,true,1.00,2627,309,2625,80,91733,650
3,0.7,1.1,2.4,true,krys,27,true,1.00,6360,375,6358,193,209000,1102
3,0.7,1.1,2.4,true,krys,28,true,1.00,10612,505,10608,339,357907,1087
3,0.7,1.1,2.4,true,krys,29,true,1.00,10134,467,10132,310,341720,1021
3,0.7,1.1,2.4,true,krys,30,true,1.00,10791,431,10789,327,372733,1170
3,0.7,1.1,2.4,true,krys,31,true,1.00,7463,373,7459,226,240216,966
3,0.7,1.1,2.4,true,krys,32,true,1.00,3964,376,3961,120,136371,903
3,0.7,1.1,2.4,true,krys,33,true,1.00,8941,395,8940,271,274680,912
3,0.7,1.1,2.4,true,krys,34,true,1.00,7810,382,7808,238,262460,1045
3,0.7,1.1,2.4,true,krys,35,true,1.00,4850,395,4847,147,174838,1214
3,0.7,1.1,2.4,true,krys,36,true,1.00,8765,350,8764,270,296958,1075
3,0.7,1.1,2.4,true,krys,37,true,1.00,8971,427,8970,276,313272,1002
3,0.7,1.1,2.4,true,krys,38,true,1.00,9834,430,9833,303,368703,1140
3,0.7,1.1,2.4,true,krys,39,true,1.00,10377,397,10376,316,350820,1057
3,0.7,1.1,2.4,true,krys,40,true,1.00,9767,441,9765,299,347274,1174
3,0.7,1.1,2.4,true,krys,41,true,1.00,7768,397,7766,236,265595,1219
3,0.7,1.1,2.4,true,krys,42,true,1.00,5885,370,5868,178,185383,1142
3,0.7,1.1,2.4,true,krys,43,true,1.00,8092,336,8091,245,256883,842
3,0.7,1.1,2.4,true,krys,44,true,1.00,8758,422,8740,270,315700,1112
3,0.7,1.1,2.4,true,krys,45,true,1.00,8613,366,8612,261,279620,950
3,0.7,1.1,2.4,true,krys,46,true,1.00,12375,451,12374,384,410971,1065
3,0.7,1.1,2.4,true,krys,47,true,1.00,9867,412,9866,301,341624,1039
3,0.7,1.1,2.4,true,krys,48,true,1.00,7094,359,7092,215,243608,1018
3,0.7,1.1,2.4,true,krys,49,true,1.00,10092,389,10091,307,321492,1029
3,0.7,1.1,2.4,true,krys,50,true,1.00,11055,439,11054,335,395587,1039
3,0.7,1.1,2.4,true,krys,51,true,1.00,5216,374,5213,158,176525,1008
3,0.7,1.1,2.4,true,krys,52,true,1.00,9175,420,9174,279,302216,1140
3,0.7,1.1,2.4,true,krys,53,true,1.00,9440,407,9438,293,323932,959
3,0.7,1.1,2.4,true,krys,54,true,1.00,12047,514,12046,372,438377,1249
3,0.7,1.1,2.4,true,krys,55,true,1.00,10180,431,10179,314,348799,1069
3,0.7,1.1,2.4,true,krys,56,true,1.00,3239,337,3234,98,108573,992
3,0.7,1.1,2.4,true,krys,57,true,1.00,3367,336,3365,102,104623,1201
3,0.7,1.1,2.4,true,krys,58,true,1.00,8634,386,8634,268,288502,982
3,0.7,1.1,2.4,true,krys,59,true,1.00,8640,385,8639,263,274354,1015
3,0.7,1.1,2.4,true,krys,60,true,1.00,10846,414,10822,327,352933,1106
3,0.7,1.1,2.4,true,krys,61,true,1.00,9077,440,9075,275,313650,1068
3,0.7,1.1,2.4,true,krys,62,true,1.00,11026,432,11025,338,332784,935
3,0.7,1.1,2.4,true,krys,63,true,1.00,13788,545,13787,426,461279,1067
3,0.7,1.1,2.4,true,krys,64,true,1.00,8639,432,8638,262,305813,1047
3,0.7,1.1,2.4,true,krys,65,true,1.00,8608,405,8606,265,281314,1016
3,0.7,1.1,2.4,true,krys,66,true,1.00,11415,470,11414,346,377158,1111
3,0.7,1.1,2.4,true,krys,67,true,1.00,13650,559,13648,420,474866,1213
3,0.7,1.1,2.4,true,krys,68,true,1.00,2440,370,2438,74,77726,804
3,0.7,1.1,2.4,true,krys,69,true,1.00,10428,437,10427,322,361796,989
3,0.7,1.1,2.4,true,krys,70,true,1.00,12738,490,12737,386,440411,1087
3,0.7,1.1,2.4,true,krys,71,true,1.00,4192,370,4190,127,148345,1150
3,0.7,1.1,2.4,true,krys,72,true,1.00,8759,396,8758,265,290934,882
3,0.7,1.1,2.4,true,krys,73,true,1.00,9572,428,9571,294,327507,998
3,0.7,1.1,2.4,true,krys,74,true,1.00,8082,418,8080,244,246770,1142
3,0.7,1.1,2.4,true,krys,75,true,1.00,6029,351,6028,183,197188,1127
3,0.7,1.1,2.4,true,krys,76,true,1.00,5312,387,5307,161,191541,1021
3,0.7,1.1,2.4,true,krys,77,true,1.00,7690,359,7689,233,259999,873
3,0.7,1.1,2.4,true,krys,78,false,0.37,31784,999,31784,999,1203519,1103
3,0.7,1.1,2.4,true,krys,79,true,1.00,8546,384,8545,259,281591,1032
3,0.7,1.1,2.4,true,krys,80,true,1.00,9581,427,9571,290,309805,1147
3,0.7,1.1,2.4,true,krys,81,true,1.00,9959,415,9958,304,322788,1079
3,0.7,1.1,2.4,true,krys,82,true,1.00,6921,375,6918,210,216894,958
3,0.7,1.1,2.4,true,krys,83,true,1.00,14901,522,14901,452,520888,1070
3,0.7,1.1,2.4,true,krys,84,true,1.00,8548,378,8546,259,277940,930
3,0.7,1.1,2.4,true,krys,85,true,1.00,10787,485,10783,329,371952,1116
3,0.7,1.1,2.4,true,krys,86,true,1.00,8338,443,8336,259,263105,986
3,0.7,1.1,2.4,true,krys,87,true,1.00,9391,389,9390,285,287868,828
3,0.7,1.1,2.4,true,krys,88,true,1.00,8198,400,8197,250,264043,998
3,0.7,1.1,2.4,true,krys,89,true,1.00,6504,382,6502,200,207810,907
3,0.7,1.1,2.4,true,krys,90,true,1.00,6502,368,6500,197,210806,863
3,0.7,1.1,2.4,true,krys,91,true,1.00,4522,361,4520,140,133982,846
3,0.7,1.1,2.4,true,krys,92,true,1.00,12982,490,12982,410,429408,1087
3,0.7,1.1,2.4,true,krys,93,true,1.00,6998,362,6995,212,218276,935
3,0.7,1.1,2.4,true,krys,94,true,1.00,10164,400,10163,308,320909,962
3,0.7,1.1,2.4,true,krys,95,true,1.00,10591,411,10590,329,317751,938
3,0.7,1.1,2.4,true,krys,96,true,1.00,1296,320,1286,39,37184,733
3,0.7,1.1,2.4,true,krys,97,true,1.00,7518,381,7517,228,230145,917
3,0.7,1.1,2.4,true,krys,98,true,1.00,13000,470,12999,402,434791,1003
3,0.7,1.1,2.4,true,krys,99,true,1.00,9825,427,9824,298,302376,984
3,0.7,1.1,2.4,true,krys,100,true,1.00,38,343,32,1,1115,393
3,0.7,1.1,2.4,true,patternCount,1,true,1.00,10777,447,10777,330,391704,687
3,0.7,1.1,2.4,true,patternCount,2,true,1.00,7044,434,7042,209,212532,947
3,0.7,1.1,2.4,true,patternCount,3,true,1.00,6667,452,6665,202,206925,862
3,0.7,1.1,2.4,true,patternCount,4,true,1.00,68,425,65,2,1975,378
3,0.7,1.1,2.4,true,patternCount,5,true,1.00,5899,418,5897,178,185189,744
3,0.7,1.1,2.4,true,patternCount,6,true,1.00,897,381,891,27,25791,418
3,0.7,1.1,2.4,true,patternCount,7,true,1.00,7500,464,7493,230,240195,887
3,0.7,1.1,2.4,true,patternCount,8,true,1.00,14587,458,14585,442,526599,1187
3,0.7,1.1,2.4,true,patternCount,9,true,1.00,7884,450,7882,239,258970,1178
3,0.7,1.1,2.4,true,patternCount,10,true,1.00,3598,367,3596,109,116396,780
3,0.7,1.1,2.4,true,patternCount,11,true,1.00,563,452,559,17,18108,327
3,0.7,1.1,2.4,true,patternCount,12,true,1.00,7958,440,7954,243,246380,784
3,0.7,1.1,2.4,true,patternCount,13,true,1.00,3632,453,3629,111,109980,618
3,0.7,1.1,2.4,true,patternCount,14,true,1.00,2528,434,2525,77,83199,671
3,0.7,1.1,2.4,true,patternCount,15,true,1.00,1316,431,1312,39,40213,642
3,0.7,1.1,2.4,true,patternCount,16,true,1.00,729,395,720,22,21834,602
3,0.7,1.1,2.4,true,patternCount,17,true,1.00,46,416,24,1,761,230
3,0.7,1.1,2.4,true,patternCount,18,true,1.00,3431,429,3428,104,108360,1011
3,0.7,1.1,2.4,true,patternCount,19,true,1.00,322,409,319,10,9900,539
3,0.7,1.1,2.4,true,patternCount,20,true,1.00,2311,446,2308,70,74807,838
3,0.7,1.1,2.4,true,patternCount,21,true,1.00,1582,397,1579,48,54876,1077
3,0.7,1.1,2.4,true,patternCount,22,true,1.00,9505,498,9504,288,312530,1035
3,0.7,1.1,2.4,true,patternCount,23,true,1.00,7690,476,7688,235,242827,1059
3,0.7,1.1,2.4,true,patternCount,24,true,1.00,5776,465,5773,175,185747,773
