searchSteps,startWeight,endWeight,exponent,dynamicEnabled,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
3,1.3,0.7,1.8,true,original,1,true,1.00,1007,404,908,25,4840,80
3,1.3,0.7,1.8,true,original,2,true,1.00,1207,344,1181,33,4645,58
3,1.3,0.7,1.8,true,original,3,true,1.00,122,268,95,3,505,39
3,1.3,0.7,1.8,true,original,4,true,1.00,3575,467,3557,99,86797,862
3,1.3,0.7,1.8,true,original,5,true,1.00,2709,494,2689,68,19682,587
3,1.3,0.7,1.8,true,original,6,true,1.00,3059,295,3053,90,132060,1291
3,1.3,0.7,1.8,true,original,7,true,1.00,155,479,140,4,4891,343
3,1.3,0.7,1.8,true,original,8,true,1.00,13,323,10,1,381,118
3,1.3,0.7,1.8,true,original,9,true,1.00,1483,408,1439,40,10924,166
3,1.3,0.7,1.8,true,original,10,true,1.00,21,275,16,1,226,49
3,1.3,0.7,1.8,true,original,11,true,1.00,267,449,239,7,3925,117
3,1.3,0.7,1.8,true,original,12,true,1.00,8863,604,8856,268,271150,548
3,1.3,0.7,1.8,true,original,13,true,1.00,21,299,4,1,128,9
3,1.3,0.7,1.8,true,original,14,true,1.00,20,352,12,1,389,66
3,1.3,0.7,1.8,true,original,15,true,1.00,10677,879,10623,321,325259,717
3,1.3,0.7,1.8,true,krys,1,true,1.00,11198,555,11167,342,391054,1063
3,1.3,0.7,1.8,true,krys,2,true,1.00,1559,445,1544,46,44863,636
3,1.3,0.7,1.8,true,krys,3,true,1.00,10025,513,10020,314,352309,981
3,1.3,0.7,1.8,true,krys,4,true,1.00,10187,509,10156,306,312850,556
3,1.3,0.7,1.8,true,krys,5,true,1.00,38,362,18,1,318,57
3,1.3,0.7,1.8,true,krys,6,true,1.00,8218,396,8217,249,245394,758
3,1.3,0.7,1.8,true,krys,7,true,1.00,64,392,55,2,1172,87
3,1.3,0.7,1.8,true,krys,8,true,1.00,10176,448,10164,312,312371,919
3,1.3,0.7,1.8,true,krys,9,true,1.00,16,390,13,1,338,61
3,1.3,0.7,1.8,true,krys,10,true,1.00,76,443,64,2,2123,587
3,1.3,0.7,1.8,true,krys,11,true,1.00,598,391,594,18,17742,294
3,1.3,0.7,1.8,true,krys,12,true,1.00,9530,464,9526,287,300576,948
3,1.3,0.7,1.8,true,krys,13,true,1.00,5743,349,5741,174,186326,717
3,1.3,0.7,1.8,true,krys,14,true,1.00,748,398,746,23,21403,419
3,1.3,0.7,1.8,true,krys,15,true,1.00,62,400,58,2,1246,182
3,1.3,0.7,1.8,true,krys,16,true,1.00,4032,455,4022,125,124364,795
3,1.3,0.7,1.8,true,krys,17,true,1.00,7559,517,7556,229,256596,669
3,1.3,0.7,1.8,true,krys,18,true,1.00,310,398,306,9,7653,282
3,1.3,0.7,1.8,true,krys,19,true,1.00,7017,425,7014,212,228629,712
3,1.3,0.7,1.8,true,krys,20,true,1.00,3848,435,3828,118,123720,529
3,1.3,0.7,1.8,true,krys,21,true,1.00,26,368,22,1,476,168
3,1.3,0.7,1.8,true,krys,22,true,1.00,19,392,15,1,441,38
3,1.3,0.7,1.8,true,krys,23,true,1.00,5448,425,5445,166,174633,706
3,1.3,0.7,1.8,true,krys,24,true,1.00,8872,474,8870,270,287745,653
3,1.3,0.7,1.8,true,krys,25,true,1.00,3105,479,3101,95,105372,815
3,1.3,0.7,1.8,true,krys,26,true,1.00,21,418,18,1,547,102
3,1.3,0.7,1.8,true,krys,27,true,1.00,6978,409,6976,211,228721,1148
3,1.3,0.7,1.8,true,krys,28,true,1.00,3881,452,3877,118,124196,560
3,1.3,0.7,1.8,true,krys,29,true,1.00,6298,471,6295,191,216213,567
3,1.3,0.7,1.8,true,krys,30,true,1.00,12046,542,12044,365,382314,867
3,1.3,0.7,1.8,true,krys,31,true,1.00,51,356,47,2,1494,547
3,1.3,0.7,1.8,true,krys,32,true,1.00,26,423,22,1,666,141
3,1.3,0.7,1.8,true,krys,33,true,1.00,2130,401,2111,66,60397,300
3,1.3,0.7,1.8,true,krys,34,true,1.00,214,436,210,6,3825,256
3,1.3,0.7,1.8,true,krys,35,true,1.00,3530,410,3527,107,124055,842
3,1.3,0.7,1.8,true,krys,36,true,1.00,13289,494,13288,404,442638,704
3,1.3,0.7,1.8,true,krys,37,true,1.00,6226,482,6224,198,220075,701
3,1.3,0.7,1.8,true,krys,38,true,1.00,1980,460,1977,60,70746,560
3,1.3,0.7,1.8,true,krys,39,true,1.00,5809,446,5804,176,191798,803
3,1.3,0.7,1.8,true,krys,40,true,1.00,5444,392,5441,166,186160,600
3,1.3,0.7,1.8,true,krys,41,true,1.00,8712,449,8711,264,293002,948
3,1.3,0.7,1.8,true,krys,42,true,1.00,2512,382,2508,76,83362,604
3,1.3,0.7,1.8,true,krys,43,true,1.00,3835,399,3832,117,112472,392
3,1.3,0.7,1.8,true,krys,44,true,1.00,163,466,158,5,5101,567
3,1.3,0.7,1.8,true,krys,45,true,1.00,4094,463,4091,127,126098,891
3,1.3,0.7,1.8,true,krys,46,true,1.00,7579,477,7577,230,253069,781
3,1.3,0.7,1.8,true,krys,47,true,1.00,2344,463,2340,71,75779,554
3,1.3,0.7,1.8,true,krys,48,true,1.00,29,373,26,1,753,123
3,1.3,0.7,1.8,true,krys,49,true,1.00,5579,460,5576,169,161227,367
3,1.3,0.7,1.8,true,krys,50,true,1.00,4844,429,4842,147,168100,439
3,1.3,0.7,1.8,true,krys,51,true,1.00,34,439,30,1,971,471
3,1.3,0.7,1.8,true,krys,52,true,1.00,9190,464,9188,278,279679,948
3,1.3,0.7,1.8,true,krys,53,true,1.00,7491,490,7488,227,246347,777
3,1.3,0.7,1.8,true,krys,54,true,1.00,6800,512,6797,210,236044,834
3,1.3,0.7,1.8,true,krys,55,true,1.00,4123,449,4120,125,139206,599
3,1.3,0.7,1.8,true,krys,56,true,1.00,23,344,17,1,526,140
3,1.3,0.7,1.8,true,krys,57,true,1.00,20,380,16,1,415,55
3,1.3,0.7,1.8,true,krys,58,true,1.00,7888,496,7886,239,262374,768
3,1.3,0.7,1.8,true,krys,59,true,1.00,3679,416,3660,111,108573,730
3,1.3,0.7,1.8,true,krys,60,true,1.00,9675,429,9673,294,308961,1070
3,1.3,0.7,1.8,true,krys,61,true,1.00,4024,464,4021,122,134394,757
3,1.3,0.7,1.8,true,krys,62,true,1.00,7625,487,7621,232,225893,900
