searchSteps,startWeight,endWeight,exponent,dynamicEnabled,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
3,0.6,1.0,2.5,true,original,1,true,1.00,939,386,887,25,35129,2321
3,0.6,1.0,2.5,true,original,2,true,1.00,1754,308,1726,48,49060,2403
3,0.6,1.0,2.5,true,original,3,true,1.00,790,271,788,21,21893,1841
3,0.6,1.0,2.5,true,original,4,true,1.00,3604,416,3597,105,380311,4134
3,0.6,1.0,2.5,true,original,5,true,1.00,8186,486,8146,246,993049,3855
3,0.6,1.0,2.5,true,original,6,true,1.00,1093,283,1073,31,102342,2051
3,0.6,1.0,2.5,true,original,7,true,1.00,5150,418,5123,154,639144,1966
3,0.6,1.0,2.5,true,original,8,true,1.00,17,317,16,1,1775,642
3,0.6,1.0,2.5,true,original,9,true,1.00,5153,384,5125,153,332625,1219
3,0.6,1.0,2.5,true,original,10,true,1.00,121,287,102,3,5261,2024
3,0.6,1.0,2.5,true,original,11,true,1.00,5146,382,5116,156,406548,1949
3,0.6,1.0,2.5,true,original,12,true,1.00,13783,617,13776,417,1151616,2243
3,0.6,1.0,2.5,true,original,13,true,1.00,3,300,2,1,208,54
3,0.6,1.0,2.5,true,original,14,true,1.00,158,366,154,5,11843,920
3,0.6,1.0,2.5,true,original,15,true,1.00,18729,810,18689,570,1428200,2110
3,0.6,1.0,2.5,true,krys,1,true,1.00,12003,530,12001,382,1028348,2353
3,0.6,1.0,2.5,true,krys,2,true,1.00,6458,351,6454,196,497252,1964
3,0.6,1.0,2.5,true,krys,3,true,1.00,11330,495,11328,353,1001059,2299
3,0.6,1.0,2.5,true,krys,4,true,1.00,8296,412,8274,265,670972,1922
3,0.6,1.0,2.5,true,krys,5,true,1.00,10,343,7,1,625,126
3,0.6,1.0,2.5,true,krys,6,true,1.00,7988,394,7987,242,665474,2580
3,0.6,1.0,2.5,true,krys,7,true,1.00,6569,351,6569,199,546340,2342
3,0.6,1.0,2.5,true,krys,8,true,1.00,8109,383,8094,245,640229,2148
3,0.6,1.0,2.5,true,krys,9,true,1.00,7426,375,7425,225,636072,2587
3,0.6,1.0,2.5,true,krys,10,true,1.00,7098,389,7097,215,615343,2700
3,0.6,1.0,2.5,true,krys,11,true,1.00,7039,360,7038,214,555560,2188
3,0.6,1.0,2.5,true,krys,12,true,1.00,8967,385,8967,272,749740,2608
3,0.6,1.0,2.5,true,krys,13,true,1.00,4759,335,4752,145,366633,1960
3,0.6,1.0,2.5,true,krys,14,true,1.00,6270,330,6269,190,489677,2628
3,0.6,1.0,2.5,true,krys,15,true,1.00,7647,390,7647,232,670781,1978
3,0.6,1.0,2.5,true,krys,16,true,1.00,6438,374,6437,198,518524,2259
3,0.6,1.0,2.5,true,krys,17,true,1.00,9518,460,9498,288,809414,2228
3,0.6,1.0,2.5,true,krys,18,true,1.00,2346,334,2345,71,190049,2316
3,0.6,1.0,2.5,true,krys,19,true,1.00,5319,383,5318,161,436726,2541
3,0.6,1.0,2.5,true,krys,20,true,1.00,7258,404,7257,220,619207,2497
3,0.6,1.0,2.5,true,krys,21,true,1.00,5480,340,5479,166,487747,2459
3,0.6,1.0,2.5,true,krys,22,true,1.00,263,345,262,8,21623,1634
3,0.6,1.0,2.5,true,krys,23,true,1.00,6576,385,6575,199,544429,2319
3,0.6,1.0,2.5,true,krys,24,true,1.00,9104,439,9103,276,747507,2690
3,0.6,1.0,2.5,true,krys,25,true,1.00,7394,380,7393,224,651746,2251
3,0.6,1.0,2.5,true,krys,26,true,1.00,2311,337,2310,70,200820,1429
3,0.6,1.0,2.5,true,krys,27,true,1.00,6145,340,6144,186,510974,2634
3,0.6,1.0,2.5,true,krys,28,true,1.00,8573,431,8572,268,739235,2512
3,0.6,1.0,2.5,true,krys,29,true,1.00,7822,436,7821,237,678618,2578
3,0.6,1.0,2.5,true,krys,30,true,1.00,8752,410,8750,267,743085,2856
3,0.6,1.0,2.5,true,krys,31,true,1.00,6798,358,6797,206,529148,2194
3,0.6,1.0,2.5,true,krys,32,true,1.00,5489,365,5487,167,467914,2273
3,0.6,1.0,2.5,true,krys,33,true,1.00,7394,361,7392,224,566108,2458
3,0.6,1.0,2.5,true,krys,34,true,1.00,6857,386,6831,207,570659,2407
3,0.6,1.0,2.5,true,krys,35,true,1.00,3596,372,3578,108,310415,2560
3,0.6,1.0,2.5,true,krys,36,true,1.00,9020,367,9020,277,751699,2650
3,0.6,1.0,2.5,true,krys,37,true,1.00,7944,415,7943,245,707324,2463
3,0.6,1.0,2.5,true,krys,38,true,1.00,9407,443,9406,287,877995,2475
3,0.6,1.0,2.5,true,krys,39,true,1.00,9727,387,9726,299,824633,2623
3,0.6,1.0,2.5,true,krys,40,true,1.00,8212,419,8210,250,708933,2236
3,0.6,1.0,2.5,true,krys,41,true,1.00,7237,387,7236,219,616676,2742
3,0.6,1.0,2.5,true,krys,42,true,1.00,5524,354,5507,166,443866,2059
3,0.6,1.0,2.5,true,krys,43,true,1.00,6037,321,6037,183,476960,1799
3,0.6,1.0,2.5,true,krys,44,true,1.00,9480,446,9479,289,880068,2674
3,0.6,1.0,2.5,true,krys,45,true,1.00,6795,356,6794,206,540626,2597
3,0.6,1.0,2.5,true,krys,46,true,1.00,10461,419,10461,319,875588,2463
3,0.6,1.0,2.5,true,krys,47,true,1.00,8218,405,8217,251,718324,2445
3,0.6,1.0,2.5,true,krys,48,true,1.00,6303,359,6302,191,547802,2665
3,0.6,1.0,2.5,true,krys,49,true,1.00,8612,407,8611,261,682741,2087
3,0.6,1.0,2.5,true,krys,50,true,1.00,8908,425,8907,270,771161,2336
3,0.6,1.0,2.5,true,krys,51,true,1.00,6767,374,6766,206,573991,2208
3,0.6,1.0,2.5,true,krys,52,true,1.00,9734,444,9732,297,765702,2309
3,0.6,1.0,2.5,true,krys,53,true,1.00,8697,422,8696,264,729609,2682
3,0.6,1.0,2.5,true,krys,54,true,1.00,10265,447,10265,318,920625,2569
3,0.6,1.0,2.5,true,krys,55,true,1.00,8808,412,8808,269,758048,2664
3,0.6,1.0,2.5,true,krys,56,true,1.00,3441,360,3439,104,270611,1886
3,0.6,1.0,2.5,true,krys,57,true,1.00,2204,343,2204,67,164086,2358
3,0.6,1.0,2.5,true,krys,58,true,1.00,7194,391,7193,220,583341,2658
3,0.6,1.0,2.5,true,krys,59,true,1.00,8491,393,8473,261,676718,2153
3,0.6,1.0,2.5,true,krys,60,true,1.00,9557,390,9557,292,801396,2770
3,0.6,1.0,2.5,true,krys,61,true,1.00,6798,374,6797,207,569294,2393
3,0.6,1.0,2.5,true,krys,62,true,1.00,8847,378,8847,271,667945,2053
3,0.6,1.0,2.5,true,krys,63,true,1.00,11755,511,11752,391,985284,2018
3,0.6,1.0,2.5,true,krys,64,true,1.00,9490,456,9489,290,829522,2584
