node depth weight,time to finish weight,win/fail,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
2.6,2.0,99.11330049261083,0.9987192118226601,611.1487684729065,373.5241379310345,609.6758620689656,14.848275862068965,63766.02266009852,436.6
2.8,0.2,99.11330049261083,0.9987192118226601,613.4837438423646,373.5586206896552,611.8532019704434,14.864039408866995,63955.54679802956,456.17931034482757
2.8,0.4,99.11330049261083,0.9987192118226601,628.6827586206897,373.5674876847291,627.1960591133005,14.958620689655172,65527.45418719212,452.3783251231527
2.8,0.6,99.11330049261083,0.9987192118226601,613.7793103448275,373.5822660098522,612.1862068965518,14.884729064039409,64043.25418719212,445.19310344827585
2.8,0.8,99.11330049261083,0.9987192118226601,612.9950738916256,373.44926108374386,611.3389162561576,14.852216748768473,63790.83349753694,456.1970443349754
2.8,1.0,99.11330049261083,0.9987192118226601,619.8098522167488,373.5103448275862,618.2630541871921,14.79704433497537,64652.34778325123,447.2522167487685
2.8,1.2,99.11330049261083,0.9987192118226601,609.8443349753694,373.5270935960591,608.3320197044335,14.881773399014778,63646.21773399015,449.08472906403944
2.8,1.4,99.11330049261083,0.9987192118226601,619.623645320197,373.6295566502463,618.183251231527,14.993103448275862,64518.952709359604,453.8807881773399
2.8,1.6,99.11330049261083,0.9987192118226601,610.3172413793103,373.37142857142857,608.7763546798029,14.757635467980295,63721.85615763547,453.6039408866995
2.8,1.8,99.11330049261083,0.9987192118226601,604.1635467980295,373.4167487684729,602.7970443349753,14.83743842364532,63254.11330049261,451.88768472906406
2.8,2.0,99.11330049261083,0.9987192118226601,618.856157635468,373.5300492610837,617.5261083743842,15.0,64649.23251231527,461.9448275862069
3.0,0.2,99.11330049261083,0.9987192118226601,618.9753694581281,373.5556650246305,617.7054187192118,14.754679802955666,64400.737931034484,445.3615763546798
3.0,0.4,99.11330049261083,0.9987192118226601,607.5487684729064,373.5044334975369,605.9881773399014,14.790147783251232,63389.14876847291,456.7674876847291
3.0,0.6,99.11330049261083,0.9987192118226601,606.888669950739,373.543842364532,605.3438423645321,14.855172413793104,63397.487684729065,445.48571428571427
3.0,0.8,99.11330049261083,0.9987192118226601,605.5635467980295,373.6305418719212,603.8394088669951,14.569458128078818,63418.5842364532,454.03546798029555
3.0,1.0,99.11330049261083,0.9987192118226601,601.6847290640394,373.5300492610837,599.984236453202,14.677832512315272,62782.47290640394,447.14187192118226
3.0,1.2,99.11330049261083,0.9987192118226601,620.2137931034483,373.50049261083745,618.7399014778325,14.953694581280788,64689.976354679806,450.68669950738916
3.0,1.4,99.11330049261083,0.9987192118226601,615.671921182266,373.5014778325123,614.1940886699507,15.100492610837438,64293.487684729065,440.39704433497536
3.0,1.6,99.11330049261083,0.9987192118226601,612.8669950738916,373.45320197044333,611.2679802955665,14.849261083743842,64045.912315270936,451.9251231527094
3.0,1.8,99.11330049261083,0.9987192118226601,621.792118226601,373.46305418719214,620.4039408866995,14.798029556650246,64732.68275862069,445.92709359605914
3.0,2.0,99.11330049261083,0.9987192118226601,598.0916256157635,373.6098522167488,596.6512315270936,14.995073891625616,62378.13004926108,446.6128078817734
3.2,0.2,99.11330049261083,0.9987192118226601,610.6561576354679,373.5497536945813,609.2206896551725,14.800985221674877,63670.82266009852,449.3014778325123
3.2,0.4,99.11330049261083,0.9987192118226601,616.8571428571429,373.5753694581281,615.4827586206897,14.74679802955665,64364.42463054187,460.5418719211823
3.2,0.6,99.11330049261083,0.9987192118226601,613.0167487684729,373.4758620689655,611.3645320197045,15.048275862068966,63956.61674876847,449.35665024630543
3.2,0.8,99.11330049261083,0.9987192118226601,603.5704433497536,373.4354679802956,601.9379310344827,14.855172413793104,62769.9842364532,447.4847290640394
3.2,1.0,99.11330049261083,0.9987192118226601,614.8443349753694,373.50935960591136,613.2384236453202,14.925123152709359,64034.1566502463,442.09852216748766
3.2,1.2,99.11330049261083,0.9987192118226601,606.9241379310345,373.5733990147783,605.4788177339901,14.741871921182266,63234.34778325123,442.36551724137934
3.2,1.4,99.11330049261083,0.9987192118226601,616.9960591133005,373.5497536945813,615.5083743842365,15.23743842364532,64077.15862068965,437.57241379310346
3.2,1.6,99.11330049261083,0.9987192118226601,620.4758620689655,373.4325123152709,619.0334975369458,14.822660098522167,64608.47389162562,458.264039408867
