searchSteps,timeToFinishWeight,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
2,2.0,krys,15,false,0.80,10331,323,10331,323,649508,1311
2,2.0,patternCount,1,false,0.93,14415,453,14415,453,1046293,1950
2,2.0,patternCount,2,true,1.00,13,416,9,1,442,32
2,2.0,patternCount,3,true,1.00,21,406,17,1,975,176
2,2.0,patternCount,4,true,1.00,18,446,14,1,778,209
2,2.0,patternCount,5,true,1.00,14,441,11,1,539,49
2,2.0,patternCount,6,true,1.00,13,426,9,1,452,59
2,2.0,patternCount,7,true,1.00,16,465,12,1,581,38
2,2.0,patternCount,8,true,1.00,15,391,11,1,617,106
2,2.0,patternCount,9,true,1.00,14,418,10,1,566,43
2,2.0,patternCount,10,true,1.00,11,391,7,1,322,23
2,2.0,patternCount,11,true,1.00,24,486,20,1,1041,145
2,2.0,patternCount,12,true,1.00,20,420,16,1,967,328
2,2.0,patternCount,13,true,1.00,12,355,9,1,531,68
2,2.0,patternCount,14,true,1.00,18,396,14,1,699,182
2,2.0,patternCount,15,true,1.00,17,442,13,1,610,106
3,0.2,original,1,true,1.00,9065,307,9065,275,323722,1079
3,0.2,original,2,true,1.00,7788,269,7788,236,271824,787
3,0.2,original,3,true,1.00,5970,223,5970,183,234226,1008
3,0.2,original,4,true,1.00,10822,361,10822,328,378502,1045
3,0.2,original,5,true,1.00,9606,331,9606,291,327876,899
3,0.2,original,6,true,1.00,6043,224,6043,183,227852,878
3,0.2,original,7,true,1.00,11116,378,11116,337,420774,1035
3,0.2,original,8,true,1.00,8810,310,8810,267,322444,1109
3,0.2,original,9,true,1.00,9175,315,9174,278,318698,878
3,0.2,original,10,true,1.00,6461,238,6461,200,256568,968
3,0.2,original,11,true,1.00,9794,335,9793,297,363506,991
3,0.2,original,12,true,1.00,15137,494,15136,460,438864,1064
3,0.2,original,13,true,1.00,7080,251,7080,216,290028,1016
3,0.2,original,14,true,1.00,8641,301,8641,262,308863,996
3,0.2,original,15,true,1.00,20453,665,20453,624,745192,1020
3,0.2,krys,1,true,1.00,12087,428,12086,384,487581,1146
3,0.2,krys,2,true,1.00,7915,284,7915,240,278398,1212
3,0.2,krys,3,false,0.70,31959,999,31959,999,1250394,1133
3,0.2,krys,4,true,1.00,11224,401,11223,346,432871,1447
3,0.2,krys,5,true,1.00,7837,279,7837,237,301185,1013
3,0.2,krys,6,true,1.00,8345,291,8345,253,308910,1007
3,0.2,krys,7,true,1.00,8374,285,8374,254,313981,1065
3,0.2,krys,8,true,1.00,8544,310,8543,261,317733,1338
3,0.2,krys,9,true,1.00,8567,293,8566,260,337870,1210
3,0.2,krys,10,true,1.00,9602,329,9602,291,359736,1120
3,0.2,krys,11,true,1.00,8614,298,8614,262,303225,968
3,0.2,krys,12,true,1.00,10261,355,10259,312,394349,1302
3,0.2,krys,13,true,1.00,7950,292,7950,246,299227,934
3,0.2,krys,14,false,0.79,28253,999,28248,999,1091641,782
3,0.2,krys,15,false,0.80,8481,266,8481,266,337483,1211
3,0.2,patternCount,1,false,0.94,10211,328,10210,328,428832,1268
3,0.2,patternCount,2,true,1.00,8909,312,8908,274,343625,1027
3,0.2,patternCount,3,true,1.00,9209,344,9208,298,363588,1115
3,0.2,patternCount,4,true,1.00,9898,342,9897,307,393110,1273
3,0.2,patternCount,5,true,1.00,9694,330,9693,295,386547,864
3,0.2,patternCount,6,true,1.00,8975,314,8974,273,340383,925
3,0.2,patternCount,7,true,1.00,9996,342,9996,307,390451,1090
3,0.2,patternCount,8,true,1.00,9196,328,9195,279,363354,1004
3,0.2,patternCount,9,true,1.00,9238,314,9238,282,247555,692
3,0.2,patternCount,10,true,1.00,9208,318,9207,281,347636,832
3,0.2,patternCount,11,true,1.00,9858,347,9846,299,389253,1185
3,0.2,patternCount,12,true,1.00,9072,320,9071,282,348375,895
3,0.2,patternCount,13,true,1.00,8089,314,8088,279,315253,1294
3,0.2,patternCount,14,true,1.00,9168,310,9166,278,357786,862
3,0.2,patternCount,15,true,1.00,10227,349,10226,314,405831,1092
3,0.4,original,1,true,1.00,6486,328,6484,197,230375,646
3,0.4,original,2,true,1.00,4913,262,4912,149,171914,992
3,0.4,original,3,true,1.00,27,241,25,1,949,335
3,0.4,original,4,true,1.00,10762,375,10762,327,362921,1153
3,0.4,original,5,true,1.00,6932,342,6930,210,232144,857
3,0.4,original,6,true,1.00,23,234,21,1,869,240
3,0.4,original,7,true,1.00,11239,389,11238,341,402660,1144
3,0.4,original,8,true,1.00,5665,338,5664,172,208986,1079
3,0.4,original,9,true,1.00,2298,334,2296,71,80829,732
3,0.4,original,10,true,1.00,24,240,22,1,881,416
3,0.4,original,11,true,1.00,9305,347,9305,282,333290,1035
3,0.4,original,12,true,1.00,11153,414,11152,346,383662,1056
3,0.4,original,13,true,1.00,26,263,23,1,956,282
3,0.4,original,14,true,1.00,5377,305,5376,163,177278,1009
3,0.4,original,15,true,1.00,19350,658,19350,593,671003,1070
3,0.4,krys,1,true,1.00,12010,457,12008,378,475203,1177
3,0.4,krys,2,true,1.00,8287,341,8286,252,286359,1053
3,0.4,krys,3,false,0.70,31370,999,31369,999,1312831,1046
3,0.4,krys,4,true,1.00,9925,371,9925,310,365799,1493
3,0.4,krys,5,true,1.00,5742,281,5741,174,230823,1177
3,0.4,krys,6,true,1.00,7195,312,7194,218,265610,1266
3,0.4,krys,7,true,1.00,7776,292,7776,236,282915,1067
3,0.4,krys,8,true,1.00,9801,362,9800,297,352810,1136
3,0.4,krys,9,true,1.00,6535,290,6534,199,259559,1241
3,0.4,krys,10,true,1.00,8111,325,8110,246,304398,1028
3,0.4,krys,11,true,1.00,6666,296,6665,203,226046,1019
3,0.4,krys,12,false,0.70,31972,999,31972,999,1320856,1162
3,0.4,krys,13,true,1.00,8047,297,8046,251,197401,838
3,0.4,krys,14,true,1.00,7230,312,7228,219,218787,1012
3,0.4,krys,15,true,1.00,8242,339,8241,250,333542,1201
3,0.4,patternCount,1,false,0.98,11767,384,11767,384,521369,1305
3,0.4,patternCount,2,true,1.00,22,320,19,1,677,253
3,0.4,patternCount,3,true,1.00,626,345,623,19,23773,665
3,0.4,patternCount,4,true,1.00,164,330,161,5,6185,960
3,0.4,patternCount,5,true,1.00,23,330,20,1,745,159
3,0.4,patternCount,6,true,1.00,55,336,52,2,2052,287
3,0.4,patternCount,7,true,1.00,3828,354,3826,119,145633,749
3,0.4,patternCount,8,true,1.00,361,333,358,11,13931,502
3,0.4,patternCount,9,true,1.00,34,330,31,1,1221,230
3,0.4,patternCount,10,true,1.00,20,320,17,1,556,141
3,0.4,patternCount,11,true,1.00,9107,363,9106,280,335993,1082
3,0.4,patternCount,12,true,1.00,1091,332,1088,33,42550,736
3,0.4,patternCount,13,true,1.00,25,318,23,1,824,203
3,0.4,patternCount,14,true,1.00,295,331,292,9,11567,523
3,0.4,patternCount,15,true,1.00,5574,356,5573,169,212834,1108
3,0.6,original,1,true,1.00,13,365,9,1,276,52
3,0.6,original,2,true,1.00,51,295,48,2,1539,248
3,0.6,original,3,true,1.00,19,266,17,1,611,172
3,0.6,original,4,true,1.00,11616,412,11615,352,405774,1160
3,0.6,original,5,true,1.00,50,367,47,2,1564,203
3,0.6,original,6,true,1.00,23,270,20,1,980,250
3,0.6,original,7,true,1.00,5011,413,5010,152,183763,656
3,0.6,original,8,true,1.00,99,349,96,3,3356,764
3,0.6,original,9,true,1.00,20,356,16,1,605,225
3,0.6,original,10,true,1.00,32,285,29,1,1194,311
3,0.6,original,11,true,1.00,333,383,329,10,11747,939
3,0.6,original,12,true,1.00,5795,472,5792,176,209571,823
3,0.6,original,13,true,1.00,10,287,7,1,316,36
3,0.6,original,14,true,1.00,17,335,14,1,470,98
3,0.6,original,15,true,1.00,730,704,725,22,23967,680
3,0.6,krys,1,true,1.00,12132,479,12130,374,475119,1293
3,0.6,krys,2,true,1.00,6799,329,6798,206,238726,995
3,0.6,krys,3,true,1.00,10849,459,10848,332,436323,1094
3,0.6,krys,4,true,1.00,8791,365,8790,275,330546,1115
3,0.6,krys,5,true,1.00,16,311,14,1,549,69
3,0.6,krys,6,true,1.00,4152,335,4150,126,161353,1359
3,0.6,krys,7,true,1.00,89,307,87,3,3086,393
3,0.6,krys,8,true,1.00,7644,353,7643,245,278898,1076
3,0.6,krys,9,true,1.00,946,309,943,29,38993,568
3,0.6,krys,10,true,1.00,7588,332,7587,230,275613,1016
3,0.6,krys,11,true,1.00,1058,326,1055,32,35390,603
3,0.6,krys,12,false,0.70,32014,999,32013,999,1295068,911
3,0.6,krys,13,true,1.00,4190,308,4189,127,148681,753
3,0.6,krys,14,true,1.00,7162,325,7161,217,240377,1038
3,0.6,krys,15,true,1.00,6887,330,6886,210,273087,1195
3,0.6,patternCount,1,true,1.00,10292,383,10291,315,492924,1102
3,0.6,patternCount,2,true,1.00,13,360,10,1,368,75
3,0.6,patternCount,3,true,1.00,358,415,354,11,14809,422
3,0.6,patternCount,4,true,1.00,15,385,11,1,433,48
3,0.6,patternCount,5,true,1.00,13,375,9,1,319,26
3,0.6,patternCount,6,true,1.00,16,374,12,1,433,93
3,0.6,patternCount,7,true,1.00,29,383,25,1,987,523
3,0.6,patternCount,8,true,1.00,20,390,18,1,668,193
3,0.6,patternCount,9,true,1.00,11,366,8,1,305,69
3,0.6,patternCount,10,true,1.00,16,378,12,1,425,88
3,0.6,patternCount,11,true,1.00,20,415,15,1,587,166
3,0.6,patternCount,12,true,1.00,18,383,14,1,523,214
3,0.6,patternCount,13,true,1.00,13,352,10,1,374,47
3,0.6,patternCount,14,true,1.00,23,378,19,1,747,147
3,0.6,patternCount,15,true,1.00,16,383,13,1,455,63
3,0.8,original,1,true,1.00,11,386,8,1,268,40
3,0.8,original,2,true,1.00,12,296,10,1,301,92
3,0.8,original,3,true,1.00,18,296,15,1,656,232
3,0.8,original,4,true,1.00,5578,431,5576,169,192363,820
3,0.8,original,5,true,1.00,29,420,24,1,770,172
3,0.8,original,6,true,1.00,299,265,296,9,13837,1096
3,0.8,original,7,true,1.00,101,447,97,3,3440,422
3,0.8,original,8,true,1.00,16,352,12,1,439,87
3,0.8,original,9,true,1.00,12,385,9,1,271,64
3,0.8,original,10,true,1.00,13,293,11,1,429,78
3,0.8,original,11,true,1.00,24,404,20,1,711,308
3,0.8,original,12,true,1.00,31,551,26,1,876,80
3,0.8,original,13,true,1.00,9,296,7,1,297,28
3,0.8,original,14,true,1.00,11,393,8,1,260,18
3,0.8,original,15,true,1.00,35,758,28,1,943,100
3,0.8,krys,1,true,1.00,13112,532,13110,413,523130,1034
3,0.8,krys,2,true,1.00,7783,356,7782,236,268980,851
3,0.8,krys,3,false,0.70,31925,999,31924,999,1310125,982
3,0.8,krys,4,true,1.00,10864,452,10863,331,419678,941
3,0.8,krys,5,true,1.00,13,329,10,1,361,52
3,0.8,krys,6,true,1.00,2773,334,2771,85,103102,1214
3,0.8,krys,7,true,1.00,18,368,14,1,487,149
3,0.8,krys,8,true,1.00,1189,362,1187,36,44675,398
3,0.8,krys,9,true,1.00,14,335,11,1,442,59
3,0.8,krys,10,true,1.00,9239,370,9238,280,339886,906
3,0.8,krys,11,true,1.00,31,379,28,1,868,248
3,0.8,krys,12,true,1.00,8512,421,8511,258,319061,1071
3,0.8,krys,13,true,1.00,25,344,22,1,850,282
3,0.8,krys,14,true,1.00,7024,327,7023,219,245229,1004
3,0.8,krys,15,true,1.00,27,366,24,1,989,290
3,0.8,patternCount,1,false,0.94,12755,424,12753,424,565883,757
3,0.8,patternCount,2,true,1.00,34,420,23,1,315,23
3,0.8,patternCount,3,true,1.00,3047,415,3044,93,51263,113
3,0.8,patternCount,4,true,1.00,14,420,10,1,336,52
3,0.8,patternCount,5,true,1.00,13,395,9,1,267,22
3,0.8,patternCount,6,true,1.00,14,398,10,1,286,24
3,0.8,patternCount,7,true,1.00,16,402,12,1,399,37
3,0.8,patternCount,8,true,1.00,15,422,11,1,408,37
3,0.8,patternCount,9,true,1.00,12,392,9,1,290,24
3,0.8,patternCount,10,true,1.00,13,390,10,1,311,58
3,0.8,patternCount,11,true,1.00,20,480,15,1,525,40
3,0.8,patternCount,12,true,1.00,14,398,10,1,360,23
3,0.8,patternCount,13,true,1.00,13,429,8,1,287,14
3,0.8,patternCount,14,true,1.00,15,399,11,1,375,33
3,0.8,patternCount,15,true,1.00,16,427,12,1,384,20
3,1.0,original,1,true,1.00,13,425,9,1,242,24
3,1.0,original,2,true,1.00,10,323,7,1,196,21
3,1.0,original,3,true,1.00,17,290,14,1,523,203
3,1.0,original,4,true,1.00,5084,458,5081,154,168473,984
3,1.0,original,5,true,1.00,19,464,14,1,421,49
3,1.0,original,6,true,1.00,925,272,923,28,42986,1076
3,1.0,original,7,true,1.00,26,461,21,1,743,367
3,1.0,original,8,true,1.00,18,361,14,1,450,111
3,1.0,original,9,true,1.00,11,389,7,1,228,46
3,1.0,original,10,true,1.00,16,287,13,1,573,165
3,1.0,original,11,true,1.00,19,401,15,1,518,252
3,1.0,original,12,true,1.00,24,572,18,1,525,38
3,1.0,original,13,true,1.00,11,305,8,1,402,67
3,1.0,original,14,true,1.00,11,380,7,1,218,25
3,1.0,original,15,true,1.00,29,784,21,1,696,53
3,1.0,krys,1,true,1.00,15332,570,15331,466,627386,1232
3,1.0,krys,2,true,1.00,8248,384,8247,252,293080,1077
3,1.0,krys,3,true,1.00,9940,483,9938,308,416577,1117
3,1.0,krys,4,true,1.00,7127,380,7125,218,296248,1452
3,1.0,krys,5,true,1.00,16,329,13,1,511,108
3,1.0,krys,6,true,1.00,3104,369,3101,94,117433,1237
3,1.0,krys,7,true,1.00,21,390,17,1,583,79
3,1.0,krys,8,true,1.00,4405,367,4402,134,174651,1182
3,1.0,krys,9,true,1.00,17,356,14,1,523,73
3,1.0,krys,10,true,1.00,9566,388,9566,290,358084,1012
3,1.0,krys,11,true,1.00,27,400,23,1,707,177
3,1.0,krys,12,true,1.00,10159,487,10157,309,388661,1091
3,1.0,krys,13,true,1.00,21,375,18,1,694,169
3,1.0,krys,14,true,1.00,8976,372,8975,273,329017,1064
3,1.0,krys,15,true,1.00,8437,383,8436,256,350361,1216
3,1.0,patternCount,1,false,0.94,12788,426,12788,426,620517,834
3,1.0,patternCount,2,true,1.00,11,404,8,1,253,15
3,1.0,patternCount,3,true,1.00,4886,452,4883,150,214605,1093
3,1.0,patternCount,4,true,1.00,14,435,10,1,331,42
3,1.0,patternCount,5,true,1.00,12,415,8,1,238,11
3,1.0,patternCount,6,true,1.00,12,423,8,1,283,31
3,1.0,patternCount,7,true,1.00,16,431,12,1,413,34
3,1.0,patternCount,8,true,1.00,16,454,12,1,460,77
3,1.0,patternCount,9,true,1.00,14,453,10,1,324,26
3,1.0,patternCount,10,true,1.00,12,417,8,1,277,26
3,1.0,patternCount,11,true,1.00,18,487,13,1,484,66
3,1.0,patternCount,12,true,1.00,19,443,15,1,554,71
3,1.0,patternCount,13,true,1.00,13,447,8,1,303,23
3,1.0,patternCount,14,true,1.00,14,391,10,1,348,41
3,1.0,patternCount,15,true,1.00,12,417,8,1,285,29
3,1.2,original,1,true,1.00,12,443,8,1,257,38
3,1.2,original,2,true,1.00,10,323,6,1,188,22
3,1.2,original,3,true,1.00,15,290,13,1,498,230
3,1.2,original,4,true,1.00,99,454,95,3,2278,736
3,1.2,original,5,true,1.00,19,491,14,1,427,57
3,1.2,original,6,true,1.00,431,273,428,13,20302,871
3,1.2,original,7,true,1.00,15,443,10,1,316,49
3,1.2,original,8,true,1.00,19,407,15,1,518,156
3,1.2,original,9,true,1.00,10,395,6,1,199,16
3,1.2,original,10,true,1.00,14,317,11,1,514,109
3,1.2,original,11,true,1.00,14,416,10,1,334,47
3,1.2,original,12,true,1.00,22,590,17,1,533,39
3,1.2,original,13,true,1.00,10,320,7,1,322,22
3,1.2,original,14,true,1.00,11,389,8,1,215,22
3,1.2,original,15,true,1.00,38,833,31,1,939,150
3,1.2,krys,1,true,1.00,14916,582,14915,459,583997,1300
3,1.2,krys,2,false,0.79,30855,999,30849,999,1188689,1047
3,1.2,krys,3,true,1.00,9610,493,9608,306,400328,1238
3,1.2,krys,4,true,1.00,9764,413,9763,305,401411,901
3,1.2,krys,5,true,1.00,17,380,14,1,516,69
3,1.2,krys,6,true,1.00,5082,405,5081,154,194940,1335
3,1.2,krys,7,true,1.00,17,400,14,1,501,92
3,1.2,krys,8,true,1.00,894,439,890,27,37351,557
3,1.2,krys,9,true,1.00,17,373,14,1,567,178
3,1.2,krys,10,true,1.00,9965,422,9964,302,385820,1230
3,1.2,krys,11,true,1.00,34,387,31,1,380,71
3,1.2,krys,12,true,1.00,8413,407,8412,256,309027,1167
3,1.2,krys,13,true,1.00,24,449,20,1,847,247
3,1.2,krys,14,false,0.79,30969,999,30964,999,1181035,761
3,1.2,krys,15,true,1.00,9006,401,9005,273,379726,1132
3,1.2,patternCount,1,false,0.94,13478,436,13478,436,656082,1090
3,1.2,patternCount,2,true,1.00,11,420,7,1,253,28
3,1.2,patternCount,3,true,1.00,8800,515,8798,267,408084,716
3,1.2,patternCount,4,true,1.00,14,457,10,1,329,30
3,1.2,patternCount,5,true,1.00,11,427,7,1,256,13
3,1.2,patternCount,6,true,1.00,12,438,8,1,303,31
3,1.2,patternCount,7,true,1.00,16,461,12,1,414,20
3,1.2,patternCount,8,true,1.00,16,460,12,1,533,176
3,1.2,patternCount,9,true,1.00,13,474,10,1,324,21
3,1.2,patternCount,10,true,1.00,11,431,7,1,270,24
3,1.2,patternCount,11,true,1.00,17,514,13,1,480,48
3,1.2,patternCount,12,true,1.00,17,443,13,1,534,75
3,1.2,patternCount,13,true,1.00,13,450,9,1,326,21
3,1.2,patternCount,14,true,1.00,19,436,15,1,546,122
3,1.2,patternCount,15,true,1.00,12,441,8,1,269,15
3,1.4,original,1,true,1.00,11,449,7,1,205,17
3,1.4,original,2,true,1.00,8,323,5,1,178,16
3,1.4,original,3,true,1.00,14,290,11,1,503,237
3,1.4,original,4,true,1.00,862,477,857,26,32159,1005
3,1.4,original,5,true,1.00,16,480,12,1,355,38
3,1.4,original,6,true,1.00,2102,261,2100,64,104375,1113
3,1.4,original,7,true,1.00,16,475,11,1,376,55
3,1.4,original,8,true,1.00,16,407,12,1,442,153
3,1.4,original,9,true,1.00,10,413,6,1,200,16
3,1.4,original,10,true,1.00,14,317,11,1,501,110
3,1.4,original,11,true,1.00,15,416,12,1,421,108
3,1.4,original,12,true,1.00,22,627,16,1,499,40
3,1.4,original,13,true,1.00,10,320,7,1,326,23
3,1.4,original,14,true,1.00,10,392,6,1,194,11
3,1.4,original,15,true,1.00,27,872,19,1,647,32
3,1.4,krys,1,true,1.00,11153,546,11151,344,448631,1131
3,1.4,krys,2,false,0.79,31473,999,31465,999,1093631,1131
3,1.4,krys,3,true,1.00,11420,516,11418,353,468325,1281
3,1.4,krys,4,true,1.00,10183,417,10182,314,423960,925
3,1.4,krys,5,true,1.00,16,403,12,1,496,85
3,1.4,krys,6,true,1.00,5509,406,5507,167,210516,1156
3,1.4,krys,7,true,1.00,16,409,12,1,470,101
3,1.4,krys,8,true,1.00,3692,433,3687,112,155336,544
3,1.4,krys,9,true,1.00,15,406,11,1,415,131
3,1.4,krys,10,true,1.00,10164,428,10163,308,404895,1384
3,1.4,krys,11,true,1.00,15,408,11,1,334,57
3,1.4,krys,12,true,1.00,8013,412,8012,243,301672,1107
3,1.4,krys,13,true,1.00,24,449,19,1,768,137
3,1.4,krys,14,false,0.79,31037,999,31033,999,1204690,1097
3,1.4,krys,15,true,1.00,9503,427,9502,288,409141,1189
3,1.4,patternCount,1,false,0.93,15291,488,15290,488,754502,1394
3,1.4,patternCount,2,true,1.00,12,450,8,1,269,19
3,1.4,patternCount,3,true,1.00,9098,493,9096,276,412419,871
3,1.4,patternCount,4,true,1.00,12,466,8,1,294,24
3,1.4,patternCount,5,true,1.00,11,411,7,1,246,11
3,1.4,patternCount,6,true,1.00,12,439,8,1,225,12
3,1.4,patternCount,7,true,1.00,15,485,10,1,365,24
3,1.4,patternCount,8,true,1.00,14,457,10,1,438,64
3,1.4,patternCount,9,true,1.00,14,489,10,1,345,28
3,1.4,patternCount,10,true,1.00,12,450,8,1,278,21
3,1.4,patternCount,11,true,1.00,18,524,13,1,481,36
3,1.4,patternCount,12,true,1.00,12,471,8,1,304,21
3,1.4,patternCount,13,true,1.00,13,450,9,1,301,21
3,1.4,patternCount,14,true,1.00,14,430,10,1,376,54
3,1.4,patternCount,15,true,1.00,12,441,8,1,280,15
3,1.6,original,1,true,1.00,11,452,7,1,193,7
3,1.6,original,2,true,1.00,9,335,5,1,155,9
3,1.6,original,3,true,1.00,14,290,11,1,511,245
3,1.6,original,4,true,1.00,33,482,28,1,1038,748
3,1.6,original,5,true,1.00,15,512,12,1,331,25
3,1.6,original,6,true,1.00,2103,266,2102,64,106264,809
3,1.6,original,7,true,1.00,14,478,10,1,342,48
3,1.6,original,8,true,1.00,21,468,17,1,615,240
3,1.6,original,9,true,1.00,10,413,7,1,199,16
3,1.6,original,10,true,1.00,13,317,10,1,509,110
3,1.6,original,11,true,1.00,15,452,11,1,427,57
3,1.6,original,12,true,1.00,20,648,15,1,491,79
3,1.6,original,13,true,1.00,9,320,7,1,327,23
3,1.6,original,14,true,1.00,9,413,6,1,182,10
3,1.6,original,15,true,1.00,27,902,19,1,679,121
3,1.6,krys,1,true,1.00,13249,586,13248,410,548823,1450
3,1.6,krys,2,false,0.79,31304,999,31299,999,1223241,1102
3,1.6,krys,3,true,1.00,11166,497,11164,343,474206,1210
3,1.6,krys,4,true,1.00,10526,475,10524,322,444185,1021
3,1.6,krys,5,true,1.00,17,403,13,1,491,99
3,1.6,krys,6,true,1.00,5045,397,5042,153,193080,1005
3,1.6,krys,7,true,1.00,15,427,12,1,424,110
3,1.6,krys,8,true,1.00,3468,453,3464,105,148608,813
3,1.6,krys,9,true,1.00,13,424,9,1,367,75
3,1.6,krys,10,true,1.00,11118,465,11117,339,443140,1375
3,1.6,krys,11,true,1.00,13,442,9,1,294,40
3,1.6,krys,12,true,1.00,9792,466,9791,297,368138,1309
3,1.6,krys,13,true,1.00,21,449,17,1,685,190
3,1.6,krys,14,false,0.79,31367,999,31358,999,1212467,890
3,1.6,krys,15,true,1.00,9339,437,9337,283,409139,1147
3,1.6,patternCount,1,false,0.94,14501,467,14501,467,714021,1383
3,1.6,patternCount,2,true,1.00,12,450,8,1,264,19
3,1.6,patternCount,3,true,1.00,8669,448,8667,264,378759,967
3,1.6,patternCount,4,true,1.00,13,472,9,1,302,29
3,1.6,patternCount,5,true,1.00,11,448,7,1,239,11
3,1.6,patternCount,6,true,1.00,11,433,7,1,215,12
3,1.6,patternCount,7,true,1.00,14,485,10,1,361,29
3,1.6,patternCount,8,true,1.00,15,472,11,1,425,55
3,1.6,patternCount,9,true,1.00,15,507,10,1,351,25
3,1.6,patternCount,10,true,1.00,12,450,7,1,276,21
3,1.6,patternCount,11,true,1.00,19,539,14,1,513,44
3,1.6,patternCount,12,true,1.00,12,471,8,1,305,21
3,1.6,patternCount,13,true,1.00,12,450,8,1,297,21
3,1.6,patternCount,14,true,1.00,14,435,11,1,346,64
3,1.6,patternCount,15,true,1.00,12,459,8,1,301,15
3,1.8,original,1,true,1.00,10,452,6,1,193,8
3,1.8,original,2,true,1.00,9,335,5,1,153,9
3,1.8,original,3,true,1.00,13,320,10,1,467,176
3,1.8,original,4,true,1.00,31,482,26,1,936,651
3,1.8,original,5,true,1.00,16,521,12,1,341,31
3,1.8,original,6,true,1.00,2109,261,2107,64,104457,945
3,1.8,original,7,true,1.00,14,482,11,1,309,35
3,1.8,original,8,true,1.00,18,474,13,1,457,85
3,1.8,original,9,true,1.00,10,413,6,1,196,14
3,1.8,original,10,true,1.00,13,317,11,1,512,109
3,1.8,original,11,true,1.00,15,455,11,1,381,50
3,1.8,original,12,true,1.00,20,672,14,1,443,27
3,1.8,original,13,true,1.00,10,320,7,1,331,24
3,1.8,original,14,true,1.00,10,419,6,1,180,9
3,1.8,original,15,true,1.00,26,896,18,1,584,50
3,1.8,krys,1,true,1.00,9903,576,9900,304,397239,1210
3,1.8,krys,2,false,0.79,31774,999,31769,999,1109163,1077
3,1.8,krys,3,true,1.00,12147,541,12146,372,511708,1175
3,1.8,krys,4,true,1.00,9200,459,9198,282,396165,1164
3,1.8,krys,5,true,1.00,16,421,12,1,501,103
3,1.8,krys,6,true,1.00,5542,412,5539,168,216320,1191
3,1.8,krys,7,true,1.00,13,425,9,1,345,82
3,1.8,krys,8,true,1.00,3721,467,3718,113,160092,784
3,1.8,krys,9,true,1.00,14,424,10,1,398,100
3,1.8,krys,10,true,1.00,11482,479,11481,351,459441,1365
3,1.8,krys,11,true,1.00,13,445,9,1,261,42
3,1.8,krys,12,true,1.00,8638,432,8636,263,319906,733
3,1.8,krys,13,true,1.00,27,461,23,1,948,328
3,1.8,krys,14,false,0.79,31616,999,31615,999,1209729,1009
3,1.8,krys,15,true,1.00,9996,443,9995,304,419501,1257
3,1.8,patternCount,1,false,0.93,16081,506,16081,506,766311,1491
3,1.8,patternCount,2,true,1.00,12,453,8,1,262,19
3,1.8,patternCount,3,true,1.00,8225,498,8223,251,345483,978
3,1.8,patternCount,4,true,1.00,13,454,9,1,297,29
3,1.8,patternCount,5,true,1.00,11,448,7,1,239,11
3,1.8,patternCount,6,true,1.00,11,433,7,1,215,12
3,1.8,patternCount,7,true,1.00,15,500,10,1,393,40
3,1.8,patternCount,8,true,1.00,15,472,12,1,427,59
3,1.8,patternCount,9,true,1.00,14,516,10,1,339,21
3,1.8,patternCount,10,true,1.00,12,450,8,1,281,21
3,1.8,patternCount,11,true,1.00,19,566,14,1,496,39
3,1.8,patternCount,12,true,1.00,13,471,9,1,306,21
3,1.8,patternCount,13,true,1.00,13,450,9,1,301,22
3,1.8,patternCount,14,true,1.00,14,426,10,1,330,56
3,1.8,patternCount,15,true,1.00,12,472,8,1,295,20
3,2.0,original,1,true,1.00,10,452,6,1,193,10
3,2.0,original,2,true,1.00,9,353,6,1,166,12
3,2.0,original,3,true,1.00,14,320,11,1,469,177
3,2.0,original,4,true,1.00,26,485,21,1,772,485
3,2.0,original,5,true,1.00,16,521,11,1,343,33
3,2.0,original,6,true,1.00,1516,273,1514,46,76395,1533
3,2.0,original,7,true,1.00,12,484,7,1,250,13
3,2.0,original,8,true,1.00,18,474,14,1,505,131
3,2.0,original,9,true,1.00,9,413,6,1,195,17
3,2.0,original,10,true,1.00,14,317,11,1,514,111
3,2.0,original,11,true,1.00,14,455,10,1,391,74
3,2.0,original,12,true,1.00,28,714,22,1,826,413
3,2.0,original,13,true,1.00,11,320,8,1,334,24
3,2.0,original,14,true,1.00,10,419,6,1,181,9
3,2.0,original,15,true,1.00,25,902,17,1,555,54
3,2.0,krys,1,true,1.00,7753,587,7750,235,313022,1243
3,2.0,krys,2,true,1.00,9086,460,9084,276,324593,1075
3,2.0,krys,3,true,1.00,13052,570,13051,404,556467,1173
3,2.0,krys,4,true,1.00,6961,472,6958,211,304424,779
3,2.0,krys,5,true,1.00,16,421,12,1,505,106
3,2.0,krys,6,true,1.00,5545,415,5543,168,213030,1304
3,2.0,krys,7,true,1.00,15,425,11,1,352,82
3,2.0,krys,8,true,1.00,3721,465,3718,113,156624,919
3,2.0,krys,9,true,1.00,15,424,11,1,417,112
3,2.0,krys,10,true,1.00,6734,445,6732,207,272199,1383
3,2.0,krys,11,true,1.00,13,445,8,1,253,32
3,2.0,krys,12,true,1.00,8634,432,8632,263,321333,618
3,2.0,krys,13,true,1.00,29,461,25,1,992,352
3,2.0,krys,14,true,1.00,10038,448,10037,308,354387,1034
