searchSteps,timeToFinishWeight,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
6,1.0,krys,3,false,0.70,30392,999,30390,999,611602,622
6,1.0,krys,4,true,1.00,8611,553,8609,267,153977,533
6,1.0,krys,5,true,1.00,14,442,10,1,217,40
6,1.0,krys,6,true,1.00,5038,428,5036,154,86196,626
6,1.0,krys,7,true,1.00,13,460,8,1,152,22
6,1.0,krys,8,true,1.00,36,593,30,1,552,130
6,1.0,krys,9,true,1.00,23,451,20,1,402,201
6,1.0,krys,10,true,1.00,69,522,64,2,1215,274
6,1.0,krys,11,true,1.00,14,518,9,1,127,15
6,1.0,krys,12,true,1.00,12610,554,12608,388,220862,498
6,1.0,krys,13,true,1.00,21,467,17,1,334,106
6,1.0,krys,14,true,1.00,7786,498,7783,236,136038,449
6,1.0,krys,15,true,1.00,11616,597,11614,365,250840,616
6,1.0,patternCount,1,false,0.98,18473,655,18472,655,458869,802
6,1.0,patternCount,2,true,1.00,14,528,9,1,173,17
6,1.0,patternCount,3,true,1.00,15644,582,15643,519,354012,315
6,1.0,patternCount,4,true,1.00,15,581,10,1,184,18
6,1.0,patternCount,5,true,1.00,15,547,9,1,174,19
6,1.0,patternCount,6,true,1.00,13,503,8,1,138,24
6,1.0,patternCount,7,true,1.00,15,578,10,1,171,14
6,1.0,patternCount,8,true,1.00,20,625,14,1,304,77
6,1.0,patternCount,9,true,1.00,16,580,11,1,231,44
6,1.0,patternCount,10,true,1.00,12,514,7,1,124,6
6,1.0,patternCount,11,true,1.00,15934,620,15932,521,394732,715
6,1.0,patternCount,12,true,1.00,13,487,9,1,154,17
6,1.0,patternCount,13,true,1.00,10,416,8,1,103,9
6,1.0,patternCount,14,true,1.00,13,519,8,1,144,11
6,1.0,patternCount,15,true,1.00,13,544,8,1,144,14
6,1.2,original,1,true,1.00,9,479,5,1,89,4
6,1.2,original,2,true,1.00,12,427,8,1,137,25
6,1.2,original,3,true,1.00,12,419,8,1,155,28
6,1.2,original,4,true,1.00,1389,556,1385,42,23404,231
6,1.2,original,5,true,1.00,19,510,14,1,238,94
6,1.2,original,6,true,1.00,16,323,13,1,281,46
6,1.2,original,7,true,1.00,1092,583,1087,33,18149,221
6,1.2,original,8,true,1.00,28,545,21,1,379,140
6,1.2,original,9,true,1.00,13,490,9,1,134,38
6,1.2,original,10,true,1.00,10,377,7,1,147,16
6,1.2,original,11,true,1.00,13,485,9,1,137,21
6,1.2,original,12,true,1.00,3005,809,2998,91,49165,256
6,1.2,original,13,true,1.00,21,413,17,1,426,261
6,1.2,original,14,true,1.00,13,509,9,1,134,17
6,1.2,original,15,true,1.00,9807,1060,9800,300,155382,435
6,1.2,krys,1,true,1.00,35,657,29,1,593,90
6,1.2,krys,2,false,0.79,30375,999,30370,999,453829,441
6,1.2,krys,3,false,0.70,29905,999,29904,999,597282,569
6,1.2,krys,4,true,1.00,9506,615,9503,293,166680,436
6,1.2,krys,5,true,1.00,12,448,8,1,160,35
6,1.2,krys,6,true,1.00,6753,521,6750,205,118257,558
6,1.2,krys,7,true,1.00,12,478,9,1,151,22
6,1.2,krys,8,true,1.00,38,609,32,1,623,123
6,1.2,krys,9,true,1.00,26,481,22,1,480,226
6,1.2,krys,10,true,1.00,69,528,64,2,1250,321
6,1.2,krys,11,true,1.00,14,518,9,1,126,14
6,1.2,krys,12,false,0.70,31110,999,31108,999,575176,584
6,1.2,krys,13,true,1.00,21,467,16,1,306,102
6,1.2,krys,14,true,1.00,8250,512,8248,250,138389,479
6,1.2,krys,15,true,1.00,9405,529,9403,285,200497,337
6,1.2,patternCount,1,false,0.98,19569,690,19545,690,480804,786
6,1.2,patternCount,2,true,1.00,13,516,8,1,150,17
6,1.2,patternCount,3,true,1.00,15644,582,15643,519,359147,383
6,1.2,patternCount,4,true,1.00,14,569,9,1,175,17
6,1.2,patternCount,5,true,1.00,14,583,9,1,175,21
6,1.2,patternCount,6,true,1.00,12,503,8,1,142,30
6,1.2,patternCount,7,true,1.00,15,578,10,1,168,13
6,1.2,patternCount,8,true,1.00,16,607,11,1,258,43
6,1.2,patternCount,9,true,1.00,15,560,10,1,209,41
6,1.2,patternCount,10,true,1.00,34,514,7,1,122,6
6,1.2,patternCount,11,true,1.00,14883,587,14882,488,367506,815
6,1.2,patternCount,12,true,1.00,14,487,9,1,163,17
6,1.2,patternCount,13,true,1.00,10,416,6,1,103,9
6,1.2,patternCount,14,true,1.00,14,574,9,1,153,9
6,1.2,patternCount,15,true,1.00,14,582,9,1,144,11
6,1.4,original,1,true,1.00,10,479,6,1,89,4
6,1.4,original,2,true,1.00,12,427,8,1,135,23
6,1.4,original,3,true,1.00,11,419,8,1,157,28
6,1.4,original,4,true,1.00,33,569,28,1,469,103
6,1.4,original,5,true,1.00,21,528,16,1,265,87
6,1.4,original,6,true,1.00,18,323,15,1,325,51
6,1.4,original,7,true,1.00,35,581,30,1,487,105
6,1.4,original,8,true,1.00,24,545,19,1,332,111
6,1.4,original,9,true,1.00,13,490,10,1,134,38
6,1.4,original,10,true,1.00,10,377,7,1,149,16
6,1.4,original,11,true,1.00,13,485,9,1,141,24
6,1.4,original,12,true,1.00,535,884,527,16,8756,231
6,1.4,original,13,true,1.00,20,413,17,1,422,258
6,1.4,original,14,true,1.00,12,509,8,1,126,12
6,1.4,original,15,true,1.00,9708,1223,9700,295,157872,380
6,1.4,krys,1,true,1.00,85,571,80,3,1621,78
6,1.4,krys,2,true,1.00,10905,509,10900,334,178725,413
6,1.4,krys,3,false,0.70,30417,999,30417,999,606521,663
6,1.4,krys,4,true,1.00,8810,593,8807,271,156046,393
6,1.4,krys,5,true,1.00,16,437,12,1,246,96
6,1.4,krys,6,true,1.00,7018,529,7015,213,124085,629
6,1.4,krys,7,true,1.00,12,478,8,1,147,16
6,1.4,krys,8,true,1.00,28,537,23,1,430,107
6,1.4,krys,9,true,1.00,26,481,22,1,498,226
6,1.4,krys,10,true,1.00,70,528,65,2,1301,375
6,1.4,krys,11,true,1.00,14,539,9,1,128,16
6,1.4,krys,12,false,0.70,31085,999,31085,999,584312,560
6,1.4,krys,13,true,1.00,20,467,15,1,311,101
6,1.4,krys,14,true,1.00,7755,461,7753,235,132039,483
6,1.4,krys,15,true,1.00,6966,599,6962,211,149023,346
6,1.4,patternCount,1,true,1.00,18776,732,18773,642,467447,729
6,1.4,patternCount,2,true,1.00,13,516,8,1,150,17
6,1.4,patternCount,3,true,1.00,15685,582,15684,519,280024,344
6,1.4,patternCount,4,true,1.00,15,569,10,1,175,15
6,1.4,patternCount,5,true,1.00,16,583,10,1,171,21
6,1.4,patternCount,6,true,1.00,14,503,9,1,145,33
6,1.4,patternCount,7,true,1.00,16,578,11,1,169,14
6,1.4,patternCount,8,true,1.00,18,607,12,1,260,44
6,1.4,patternCount,9,true,1.00,18,560,12,1,211,39
6,1.4,patternCount,10,true,1.00,13,514,8,1,122,6
6,1.4,patternCount,11,true,1.00,16394,631,16393,532,402964,856
6,1.4,patternCount,12,true,1.00,13,487,10,1,163,17
6,1.4,patternCount,13,true,1.00,10,416,6,1,103,9
6,1.4,patternCount,14,true,1.00,13,574,8,1,153,9
6,1.4,patternCount,15,true,1.00,13,582,8,1,144,11
6,1.6,original,1,true,1.00,9,479,5,1,89,4
6,1.6,original,2,true,1.00,12,427,8,1,134,22
6,1.6,original,3,true,1.00,11,419,8,1,151,28
6,1.6,original,4,true,1.00,33,575,27,1,415,112
6,1.6,original,5,true,1.00,19,552,14,1,224,86
6,1.6,original,6,true,1.00,22,323,19,1,391,98
6,1.6,original,7,true,1.00,35,581,29,1,477,115
6,1.6,original,8,true,1.00,24,581,18,1,331,111
6,1.6,original,9,true,1.00,13,490,9,1,136,41
6,1.6,original,10,true,1.00,11,377,7,1,143,16
6,1.6,original,11,true,1.00,13,485,9,1,140,23
6,1.6,original,12,true,1.00,39,941,31,1,508,85
6,1.6,original,13,true,1.00,22,413,18,1,458,294
6,1.6,original,14,true,1.00,13,509,9,1,131,12
6,1.6,original,15,true,1.00,9875,1234,9866,300,158786,279
6,1.6,krys,1,true,1.00,86,571,81,3,1626,124
6,1.6,krys,2,true,1.00,9651,534,9649,293,170020,414
6,1.6,krys,3,false,0.70,29809,999,29807,999,602660,465
6,1.6,krys,4,true,1.00,8912,574,8909,270,158746,577
6,1.6,krys,5,true,1.00,15,459,11,1,237,77
6,1.6,krys,6,true,1.00,7657,602,7653,232,137063,668
6,1.6,krys,7,true,1.00,13,478,8,1,157,25
6,1.6,krys,8,true,1.00,60,532,55,2,1084,198
6,1.6,krys,9,true,1.00,30,481,26,1,562,307
6,1.6,krys,10,true,1.00,268,528,263,8,5293,444
6,1.6,krys,11,true,1.00,13,539,8,1,127,16
6,1.6,krys,12,true,1.00,12445,547,12444,381,220365,572
6,1.6,krys,13,true,1.00,19,467,15,1,300,102
6,1.6,krys,14,true,1.00,7955,461,7953,241,135608,397
6,1.6,krys,15,true,1.00,7626,613,7623,231,162285,360
6,1.6,patternCount,1,true,1.00,18772,732,18770,642,474680,766
6,1.6,patternCount,2,true,1.00,13,516,9,1,149,17
6,1.6,patternCount,3,true,1.00,15677,582,15676,519,356436,423
6,1.6,patternCount,4,true,1.00,14,569,9,1,174,15
6,1.6,patternCount,5,true,1.00,15,583,9,1,172,23
6,1.6,patternCount,6,true,1.00,13,503,8,1,149,37
6,1.6,patternCount,7,true,1.00,15,578,9,1,170,15
6,1.6,patternCount,8,true,1.00,17,637,12,1,266,41
6,1.6,patternCount,9,true,1.00,16,560,11,1,208,36
6,1.6,patternCount,10,true,1.00,12,529,7,1,124,6
6,1.6,patternCount,11,true,1.00,17054,654,17053,555,426932,804
6,1.6,patternCount,12,true,1.00,14,487,10,1,170,23
6,1.6,patternCount,13,true,1.00,10,416,6,1,103,9
6,1.6,patternCount,14,true,1.00,14,574,9,1,153,9
6,1.6,patternCount,15,true,1.00,13,582,8,1,144,11
6,1.8,original,1,true,1.00,9,479,5,1,89,4
6,1.8,original,2,true,1.00,12,427,8,1,140,27
6,1.8,original,3,true,1.00,11,419,8,1,151,28
6,1.8,original,4,true,1.00,31,575,26,1,422,105
6,1.8,original,5,true,1.00,18,552,13,1,220,92
6,1.8,original,6,true,1.00,25,323,22,1,476,194
6,1.8,original,7,true,1.00,36,581,30,1,483,121
6,1.8,original,8,true,1.00,25,581,19,1,334,115
6,1.8,original,9,true,1.00,13,490,8,1,129,39
6,1.8,original,10,true,1.00,10,377,7,1,143,16
6,1.8,original,11,true,1.00,13,485,9,1,138,19
6,1.8,original,12,true,1.00,40,941,32,1,530,96
6,1.8,original,13,true,1.00,22,413,19,1,468,304
6,1.8,original,14,true,1.00,13,509,9,1,129,12
6,1.8,original,15,true,1.00,8091,1179,8082,245,133107,261
6,1.8,krys,1,true,1.00,29,639,23,1,484,116
6,1.8,krys,2,true,1.00,12279,524,12278,373,214337,456
6,1.8,krys,3,false,0.70,30048,999,30048,999,597576,456
6,1.8,krys,4,true,1.00,8348,575,8346,253,147453,392
6,1.8,krys,5,true,1.00,13,459,9,1,187,66
6,1.8,krys,6,true,1.00,7658,600,7656,232,135202,678
6,1.8,krys,7,true,1.00,12,478,7,1,125,17
6,1.8,krys,8,true,1.00,60,538,56,2,1053,110
6,1.8,krys,9,true,1.00,27,481,23,1,543,307
6,1.8,krys,10,true,1.00,267,564,262,8,5133,318
6,1.8,krys,11,true,1.00,13,539,8,1,124,15
6,1.8,krys,12,false,0.70,31079,999,31079,999,589008,520
6,1.8,krys,13,true,1.00,19,473,15,1,295,100
6,1.8,krys,14,true,1.00,11818,528,11816,359,176255,454
6,1.8,krys,15,true,1.00,8384,570,8382,254,182692,364
6,1.8,patternCount,1,true,1.00,20196,796,20194,706,438485,679
6,1.8,patternCount,2,true,1.00,32,516,19,1,150,18
6,1.8,patternCount,3,true,1.00,16404,600,16403,537,326740,445
6,1.8,patternCount,4,true,1.00,15,569,10,1,174,15
6,1.8,patternCount,5,true,1.00,15,583,9,1,172,23
6,1.8,patternCount,6,true,1.00,13,503,8,1,146,37
6,1.8,patternCount,7,true,1.00,15,578,10,1,170,15
6,1.8,patternCount,8,true,1.00,18,637,12,1,260,35
6,1.8,patternCount,9,true,1.00,16,560,11,1,207,36
6,1.8,patternCount,10,true,1.00,12,529,8,1,122,6
6,1.8,patternCount,11,true,1.00,17286,660,17285,561,427812,837
6,1.8,patternCount,12,true,1.00,14,487,9,1,172,25
6,1.8,patternCount,13,true,1.00,10,416,6,1,102,9
6,1.8,patternCount,14,true,1.00,14,574,9,1,153,9
6,1.8,patternCount,15,true,1.00,14,588,9,1,142,11
6,2.0,original,1,true,1.00,10,479,6,1,89,4
6,2.0,original,2,true,1.00,13,427,9,1,146,29
6,2.0,original,3,true,1.00,11,419,7,1,149,28
6,2.0,original,4,true,1.00,33,575,28,1,444,105
6,2.0,original,5,true,1.00,19,612,13,1,206,51
6,2.0,original,6,true,1.00,23,323,21,1,442,160
6,2.0,original,7,true,1.00,34,599,29,1,488,134
6,2.0,original,8,true,1.00,24,539,19,1,356,115
6,2.0,original,9,true,1.00,12,490,9,1,132,40
6,2.0,original,10,true,1.00,10,377,8,1,141,16
6,2.0,original,11,true,1.00,12,485,8,1,138,19
6,2.0,original,12,true,1.00,40,905,33,1,520,91
6,2.0,original,13,true,1.00,22,413,19,1,471,307
6,2.0,original,14,true,1.00,13,509,9,1,129,12
6,2.0,original,15,true,1.00,7367,1242,7358,224,122297,251
6,2.0,krys,1,true,1.00,29,639,23,1,479,112
6,2.0,krys,2,true,1.00,12246,524,12245,373,215703,482
6,2.0,krys,3,false,0.70,30207,999,30207,999,583016,521
6,2.0,krys,4,true,1.00,7326,569,7323,223,124716,617
6,2.0,krys,5,true,1.00,11,448,7,1,127,14
6,2.0,krys,6,true,1.00,8253,615,8250,251,146196,716
6,2.0,krys,7,true,1.00,18,478,8,1,142,25
6,2.0,krys,8,true,1.00,258,538,253,8,4912,267
6,2.0,krys,9,true,1.00,29,481,24,1,572,327
6,2.0,krys,10,true,1.00,289,529,286,9,5596,325
6,2.0,krys,11,true,1.00,14,539,9,1,142,25
6,2.0,krys,12,true,1.00,12809,562,12807,396,217819,547
6,2.0,krys,13,true,1.00,19,473,14,1,285,84
6,2.0,krys,14,true,1.00,11818,528,11816,359,169644,473
6,2.0,krys,15,true,1.00,10363,576,10361,314,223553,406
6,2.0,patternCount,1,true,1.00,19001,778,19000,688,470347,728
6,2.0,patternCount,2,true,1.00,12,516,8,1,150,18
6,2.0,patternCount,3,true,1.00,15677,582,15676,519,361230,519
6,2.0,patternCount,4,true,1.00,21,569,10,1,169,15
6,2.0,patternCount,5,true,1.00,15,583,9,1,172,23
6,2.0,patternCount,6,true,1.00,12,503,8,1,145,37
6,2.0,patternCount,7,true,1.00,17,632,11,1,226,57
6,2.0,patternCount,8,true,1.00,18,637,12,1,260,35
6,2.0,patternCount,9,true,1.00,16,560,11,1,218,44
6,2.0,patternCount,10,true,1.00,12,529,7,1,123,6
6,2.0,patternCount,11,true,1.00,16657,645,16657,546,427590,833
6,2.0,patternCount,12,true,1.00,14,487,10,1,177,26
6,2.0,patternCount,13,true,1.00,10,416,6,1,102,9
6,2.0,patternCount,14,true,1.00,14,574,9,1,153,9
6,2.0,patternCount,15,true,1.00,14,588,9,1,142,11
7,0.2,original,1,true,1.00,1609,398,1606,49,22199,396
7,0.2,original,2,true,1.00,7945,405,7944,241,112730,367
7,0.2,original,3,true,1.00,1121,311,1119,34,19225,281
7,0.2,original,4,false,0.95,109232,3310,109232,3310,1600125,486
7,0.2,original,5,true,1.00,4489,429,4486,136,41033,209
7,0.2,original,6,true,1.00,148,301,147,5,2195,123
7,0.2,original,7,true,1.00,15310,559,15310,464,221127,477
7,0.2,original,8,true,1.00,6308,369,6307,192,93031,436
7,0.2,original,9,true,1.00,84,380,81,3,1083,140
7,0.2,original,10,true,1.00,231,312,228,7,3733,374
7,0.2,original,11,true,1.00,11450,459,11449,349,168615,509
7,0.2,original,12,true,1.00,18148,703,18146,557,259405,444
7,0.2,original,13,true,1.00,2606,335,2604,79,46056,477
7,0.2,original,14,true,1.00,5906,381,5904,179,81670,370
7,0.2,original,15,true,1.00,26169,937,26168,800,381391,462
7,0.2,krys,1,true,1.00,11268,699,11265,434,176197,450
7,0.2,krys,2,true,1.00,11865,504,11864,360,170418,406
7,0.2,krys,3,true,1.00,18193,759,18188,631,326209,594
7,0.2,krys,4,true,1.00,12628,617,12625,429,188398,403
7,0.2,krys,5,true,1.00,8812,418,8810,276,141080,462
7,0.2,krys,6,true,1.00,7873,396,7871,243,118344,441
7,0.2,krys,7,true,1.00,6810,346,6809,207,98059,370
7,0.2,krys,8,true,1.00,13667,543,13666,415,204441,447
7,0.2,krys,9,true,1.00,8215,427,8213,250,131327,519
7,0.2,krys,10,true,1.00,9768,425,9767,298,147680,395
7,0.2,krys,11,true,1.00,11374,494,11373,349,162329,482
7,0.2,krys,12,false,0.70,24348,999,24343,999,424571,459
7,0.2,krys,13,false,0.68,7539,276,7539,276,113155,455
7,0.2,krys,14,true,1.00,7885,400,7883,241,110796,449
7,0.2,krys,15,true,1.00,10723,474,10722,325,184216,625
7,0.2,patternCount,1,false,0.92,9264,409,9263,409,159867,509
7,0.2,patternCount,2,true,1.00,4242,434,4239,143,80218,326
7,0.2,patternCount,3,true,1.00,15712,537,15712,510,284323,525
7,0.2,patternCount,4,true,1.00,4532,465,4529,147,77426,344
7,0.2,patternCount,5,true,1.00,4655,458,4652,163,82295,577
7,0.2,patternCount,6,true,1.00,1653,434,1649,51,26698,365
7,0.2,patternCount,7,true,1.00,7496,463,7491,246,80952,308
7,0.2,patternCount,8,true,1.00,11176,530,11175,436,181661,579
7,0.2,patternCount,9,true,1.00,2034,389,2031,84,39178,402
7,0.2,patternCount,10,true,1.00,2732,421,2729,84,46502,337
7,0.2,patternCount,11,false,0.94,14332,533,14331,533,239547,451
7,0.2,patternCount,12,true,1.00,2047,441,2044,70,36508,428
7,0.2,patternCount,13,true,1.00,16,395,13,1,198,59
7,0.2,patternCount,14,true,1.00,1709,397,1706,54,31741,383
7,0.2,patternCount,15,true,1.00,5938,468,5936,189,99664,352
7,0.4,original,1,true,1.00,9,439,6,1,70,3
7,0.4,original,2,true,1.00,31,424,27,1,377,270
7,0.4,original,3,true,1.00,12,383,9,1,140,24
7,0.4,original,4,false,0.95,218253,6666,218251,6666,3153636,499
7,0.4,original,5,true,1.00,134,512,130,4,1799,150
7,0.4,original,6,true,1.00,14,360,11,1,201,39
7,0.4,original,7,true,1.00,8577,572,8574,260,122508,437
7,0.4,original,8,true,1.00,1537,406,1534,47,22115,277
7,0.4,original,9,true,1.00,14,426,10,1,142,58
7,0.4,original,10,true,1.00,24,376,21,1,363,161
7,0.4,original,11,true,1.00,7106,489,7103,219,110115,313
7,0.4,original,12,true,1.00,15346,735,15343,465,212143,423
7,0.4,original,13,true,1.00,9,383,6,1,123,19
7,0.4,original,14,true,1.00,16,460,12,1,172,31
7,0.4,original,15,true,1.00,15709,1006,15704,477,187430,415
7,0.4,krys,1,true,1.00,11001,719,10998,374,161095,438
7,0.4,krys,2,true,1.00,7392,529,7389,224,107793,438
7,0.4,krys,3,true,1.00,17318,741,17316,571,301061,510
7,0.4,krys,4,true,1.00,8610,554,8607,261,128017,412
7,0.4,krys,5,true,1.00,762,473,758,23,12283,220
7,0.4,krys,6,true,1.00,9538,516,9536,290,145571,452
7,0.4,krys,7,true,1.00,17,430,13,1,187,65
7,0.4,krys,8,true,1.00,12076,538,12075,368,180518,422
7,0.4,krys,9,true,1.00,36,482,32,1,503,303
7,0.4,krys,10,true,1.00,6951,553,6948,215,108512,363
7,0.4,krys,11,true,1.00,862,511,857,26,11809,89
7,0.4,krys,12,false,0.70,24341,999,24338,999,420721,405
7,0.4,krys,13,true,1.00,9495,596,9492,342,148994,451
7,0.4,krys,14,true,1.00,5934,402,5932,180,78288,214
7,0.4,krys,15,true,1.00,7921,487,7919,240,141608,334
7,0.4,patternCount,1,false,0.92,11839,493,11838,493,222970,596
7,0.4,patternCount,2,true,1.00,25,593,20,1,342,162
7,0.4,patternCount,3,true,1.00,16172,558,16172,531,311695,529
7,0.4,patternCount,4,true,1.00,93,542,89,3,1492,186
7,0.4,patternCount,5,true,1.00,34,549,28,2,487,118
7,0.4,patternCount,6,true,1.00,114,483,109,4,1949,258
7,0.4,patternCount,7,true,1.00,25,557,20,1,313,50
7,0.4,patternCount,8,true,1.00,7787,630,7783,250,145175,444
7,0.4,patternCount,9,true,1.00,15,529,11,1,194,35
7,0.4,patternCount,10,true,1.00,21,507,17,1,286,111
7,0.4,patternCount,11,true,1.00,16474,652,16471,580,287608,501
7,0.4,patternCount,12,true,1.00,26,541,21,1,390,132
7,0.4,patternCount,13,true,1.00,10,395,7,1,105,22
7,0.4,patternCount,14,true,1.00,2168,538,2164,71,38709,383
7,0.4,patternCount,15,true,1.00,22,519,18,1,268,46
7,0.6,original,1,true,1.00,10,439,6,1,68,3
7,0.6,original,2,true,1.00,17,478,12,1,164,49
7,0.6,original,3,true,1.00,11,383,7,1,130,22
7,0.6,original,4,false,0.95,218300,6666,218300,6666,3098691,437
7,0.6,original,5,true,1.00,26,615,23,1,284,134
7,0.6,original,6,true,1.00,13,369,10,1,168,29
7,0.6,original,7,true,1.00,6566,609,6562,199,98275,297
7,0.6,original,8,true,1.00,36,577,31,1,452,172
7,0.6,original,9,true,1.00,15,475,10,1,134,35
7,0.6,original,10,true,1.00,20,397,17,1,283,98
7,0.6,original,11,true,1.00,33,579,28,1,419,157
7,0.6,original,12,true,1.00,9805,826,9800,297,132543,359
7,0.6,original,13,true,1.00,11,390,7,1,127,15
7,0.6,original,14,true,1.00,13,439,9,1,122,21
7,0.6,original,15,true,1.00,8454,1103,8448,259,113014,444
7,0.6,krys,1,true,1.00,10962,756,10959,355,168368,379
7,0.6,krys,2,true,1.00,6131,498,6128,186,87553,454
7,0.6,krys,3,true,1.00,14554,758,14550,497,252904,537
7,0.6,krys,4,true,1.00,10093,631,10090,310,153467,444
7,0.6,krys,5,true,1.00,59,480,54,2,879,184
7,0.6,krys,6,true,1.00,7810,437,7808,239,118426,483
7,0.6,krys,7,true,1.00,17,472,12,1,189,74
7,0.6,krys,8,true,1.00,2475,546,2471,75,37712,361
7,0.6,krys,9,true,1.00,30,482,25,1,417,282
7,0.6,krys,10,true,1.00,3268,449,3265,99,53128,354
7,0.6,krys,11,true,1.00,113,524,110,4,1551,19
7,0.6,krys,12,false,0.70,24447,999,24441,999,424679,410
7,0.6,krys,13,true,1.00,9502,596,9500,342,151355,498
7,0.6,krys,14,true,1.00,34,528,30,1,403,148
7,0.6,krys,15,true,1.00,9416,536,9414,289,175281,299
7,0.6,patternCount,1,false,0.92,11873,493,11872,493,226834,594
7,0.6,patternCount,2,true,1.00,24,621,19,1,328,178
7,0.6,patternCount,3,true,1.00,19566,737,19566,710,382108,500
7,0.6,patternCount,4,true,1.00,25,638,20,1,367,97
7,0.6,patternCount,5,true,1.00,24,584,19,2,334,45
7,0.6,patternCount,6,true,1.00,15,508,10,1,147,20
7,0.6,patternCount,7,true,1.00,17,564,12,1,185,23
7,0.6,patternCount,8,true,1.00,10635,534,10633,350,203112,596
7,0.6,patternCount,9,true,1.00,14,529,10,1,171,31
7,0.6,patternCount,10,true,1.00,17,633,13,1,182,43
7,0.6,patternCount,11,true,1.00,18683,719,18681,667,330580,467
7,0.6,patternCount,12,true,1.00,23,590,18,1,313,99
7,0.6,patternCount,13,true,1.00,10,395,7,1,102,22
7,0.6,patternCount,14,true,1.00,1588,611,1583,51,27833,438
7,0.6,patternCount,15,true,1.00,18,519,13,1,206,73
7,0.8,original,1,true,1.00,10,439,6,1,67,2
7,0.8,original,2,true,1.00,15,478,10,1,137,22
7,0.8,original,3,true,1.00,12,383,8,1,133,25
7,0.8,original,4,false,0.95,218280,6666,218279,6666,3131337,461
7,0.8,original,5,true,1.00,27,615,22,1,296,143
7,0.8,original,6,true,1.00,12,369,10,1,174,28
7,0.8,original,7,true,1.00,1909,601,1905,58,28385,264
7,0.8,original,8,true,1.00,37,620,31,1,484,298
7,0.8,original,9,true,1.00,11,440,7,1,101,33
7,0.8,original,10,true,1.00,21,425,17,1,320,58
7,0.8,original,11,true,1.00,30,614,25,1,366,93
7,0.8,original,12,true,1.00,1557,849,1550,47,21543,175
7,0.8,original,13,true,1.00,9,390,6,1,118,8
7,0.8,original,14,true,1.00,13,537,8,1,120,15
7,0.8,original,15,true,1.00,8981,1127,8974,276,118206,408
7,0.8,krys,1,true,1.00,7616,695,7612,238,120081,371
7,0.8,krys,2,true,1.00,7489,541,7486,236,107055,455
7,0.8,krys,3,true,1.00,15464,790,15461,529,269592,601
7,0.8,krys,4,true,1.00,9177,635,9173,286,143978,431
7,0.8,krys,5,true,1.00,553,572,548,17,8631,138
7,0.8,krys,6,true,1.00,5411,471,5408,168,77790,522
7,0.8,krys,7,true,1.00,15,500,10,1,138,18
7,0.8,krys,8,true,1.00,201,624,195,6,2936,141
7,0.8,krys,9,true,1.00,31,503,27,1,422,286
7,0.8,krys,10,true,1.00,2179,531,2175,66,34507,210
7,0.8,krys,11,true,1.00,515,518,510,16,7257,196
7,0.8,krys,12,false,0.70,25681,999,25675,999,436339,402
7,0.8,krys,13,true,1.00,9739,603,9737,349,154907,519
7,0.8,krys,14,true,1.00,36,542,31,1,373,205
7,0.8,krys,15,true,1.00,9942,550,9940,303,181783,146
7,0.8,patternCount,1,false,0.92,13116,527,13116,527,215093,266
7,0.8,patternCount,2,true,1.00,101,560,91,3,617,153
7,0.8,patternCount,3,true,1.00,21592,796,21590,769,395328,507
7,0.8,patternCount,4,true,1.00,26,647,21,1,351,100
7,0.8,patternCount,5,true,1.00,28,584,22,2,402,72
7,0.8,patternCount,6,true,1.00,17,515,13,1,208,82
7,0.8,patternCount,7,true,1.00,15,550,11,1,166,22
7,0.8,patternCount,8,true,1.00,11921,618,11918,434,227235,614
7,0.8,patternCount,9,true,1.00,14,529,10,1,166,29
7,0.8,patternCount,10,true,1.00,16,633,10,1,160,27
7,0.8,patternCount,11,true,1.00,16304,640,16304,588,290813,454
7,0.8,patternCount,12,true,1.00,20,632,14,1,229,30
7,0.8,patternCount,13,true,1.00,11,421,7,1,100,19
7,0.8,patternCount,14,true,1.00,31,596,26,1,468,284
7,0.8,patternCount,15,true,1.00,17,610,12,1,174,34
7,1.0,original,1,true,1.00,10,453,5,1,69,3
7,1.0,original,2,true,1.00,15,478,10,1,131,21
7,1.0,original,3,true,1.00,12,411,8,1,136,23
7,1.0,original,4,false,0.95,218284,6666,218284,6666,3160196,354
7,1.0,original,5,true,1.00,26,636,20,1,281,134
7,1.0,original,6,true,1.00,13,383,10,1,176,26
7,1.0,original,7,true,1.00,3996,629,3992,121,59306,393
7,1.0,original,8,true,1.00,34,620,28,1,453,272
7,1.0,original,9,true,1.00,12,454,7,1,97,29
7,1.0,original,10,true,1.00,17,432,13,1,239,45
7,1.0,original,11,true,1.00,20,551,16,1,223,78
7,1.0,original,12,true,1.00,38,880,31,1,426,93
7,1.0,original,13,true,1.00,9,383,6,1,115,14
7,1.0,original,14,true,1.00,13,537,8,1,119,13
7,1.0,original,15,true,1.00,7496,1177,7487,228,100545,398
7,1.0,krys,1,true,1.00,7099,735,7094,215,116609,460
7,1.0,krys,2,true,1.00,9421,559,9418,323,132102,419
7,1.0,krys,3,true,1.00,16364,850,16360,561,225075,589
7,1.0,krys,4,true,1.00,864,627,857,26,11646,166
7,1.0,krys,5,true,1.00,69,564,64,2,953,218
7,1.0,krys,6,true,1.00,5510,551,5507,171,80240,508
7,1.0,krys,7,true,1.00,12,486,7,1,112,15
