searchSteps,startWeight,endWeight,exponent,dynamicEnabled,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
3,0.8,1.4,2.0,true,original,1,true,1.00,908,398,859,25,17405,511
3,0.8,1.4,2.0,true,original,2,true,1.00,1493,340,1475,39,27979,2399
3,0.8,1.4,2.0,true,original,3,true,1.00,282,282,270,8,4907,578
3,0.8,1.4,2.0,true,original,4,true,1.00,2772,432,2753,79,268519,4034
3,0.8,1.4,2.0,true,original,5,true,1.00,4432,437,4409,128,434599,3019
3,0.8,1.4,2.0,true,original,6,true,1.00,365,283,361,10,9310,1328
3,0.8,1.4,2.0,true,original,7,true,1.00,455,444,433,12,13635,1526
3,0.8,1.4,2.0,true,original,8,true,1.00,24,317,22,1,1162,258
3,0.8,1.4,2.0,true,original,9,true,1.00,4264,392,4230,126,256621,1127
3,0.8,1.4,2.0,true,original,10,true,1.00,20,275,18,1,543,269
3,0.8,1.4,2.0,true,original,11,true,1.00,4994,404,4991,152,402459,1938
3,0.8,1.4,2.0,true,original,12,true,1.00,9154,524,9150,276,746299,2229
3,0.8,1.4,2.0,true,original,13,true,1.00,4,305,3,1,239,46
3,0.8,1.4,2.0,true,original,14,true,1.00,19,345,15,1,250,27
3,0.8,1.4,2.0,true,original,15,true,1.00,13437,836,13391,404,1017700,1749
3,0.8,1.4,2.0,true,krys,1,true,1.00,10414,512,10397,326,889174,2250
3,0.8,1.4,2.0,true,krys,2,true,1.00,6094,423,6070,183,442771,2043
3,0.8,1.4,2.0,true,krys,3,true,1.00,10407,483,10405,320,892942,2339
3,0.8,1.4,2.0,true,krys,4,true,1.00,9707,421,9706,302,769220,2314
3,0.8,1.4,2.0,true,krys,5,true,1.00,8,337,6,1,415,108
3,0.8,1.4,2.0,true,krys,6,true,1.00,7818,387,7817,237,643486,2555
3,0.8,1.4,2.0,true,krys,7,true,1.00,81,372,56,2,4516,1170
3,0.8,1.4,2.0,true,krys,8,true,1.00,7229,380,7213,218,560924,1998
3,0.8,1.4,2.0,true,krys,9,true,1.00,26,379,25,1,1987,707
3,0.8,1.4,2.0,true,krys,10,true,1.00,95,387,94,3,7149,1899
3,0.8,1.4,2.0,true,krys,11,true,1.00,6008,350,6007,183,464813,2076
3,0.8,1.4,2.0,true,krys,12,true,1.00,7624,380,7623,233,628649,2018
3,0.8,1.4,2.0,true,krys,13,true,1.00,4856,355,4855,147,378744,2119
3,0.8,1.4,2.0,true,krys,14,true,1.00,5753,332,5751,174,435131,2164
3,0.8,1.4,2.0,true,krys,15,true,1.00,1547,389,1546,47,137424,2038
3,0.8,1.4,2.0,true,krys,16,true,1.00,5715,377,5709,176,454564,2434
3,0.8,1.4,2.0,true,krys,17,true,1.00,9289,469,9288,282,788391,2343
3,0.8,1.4,2.0,true,krys,18,true,1.00,1948,385,1946,59,161914,2274
3,0.8,1.4,2.0,true,krys,19,true,1.00,5269,356,5268,160,434687,2073
3,0.8,1.4,2.0,true,krys,20,true,1.00,5935,405,5934,180,498149,2324
3,0.8,1.4,2.0,true,krys,21,true,1.00,4757,378,4756,144,408646,2571
3,0.8,1.4,2.0,true,krys,22,true,1.00,46,381,44,2,3731,243
3,0.8,1.4,2.0,true,krys,23,true,1.00,6793,405,6792,206,562214,2229
3,0.8,1.4,2.0,true,krys,24,true,1.00,7721,405,7720,235,609253,2034
3,0.8,1.4,2.0,true,krys,25,true,1.00,3169,409,3168,96,275296,1986
3,0.8,1.4,2.0,true,krys,26,true,1.00,141,326,140,5,11983,2350
3,0.8,1.4,2.0,true,krys,27,true,1.00,5716,390,5700,173,470087,2582
3,0.8,1.4,2.0,true,krys,28,true,1.00,7588,440,7587,230,641117,2759
3,0.8,1.4,2.0,true,krys,29,true,1.00,6567,430,6566,199,569865,2701
3,0.8,1.4,2.0,true,krys,30,true,1.00,9275,467,9275,281,778300,2570
3,0.8,1.4,2.0,true,krys,31,true,1.00,391,367,389,12,30177,977
3,0.8,1.4,2.0,true,krys,32,true,1.00,1289,407,1286,39,109867,1940
3,0.8,1.4,2.0,true,krys,33,true,1.00,6071,373,6070,184,458594,2370
3,0.8,1.4,2.0,true,krys,34,true,1.00,7382,428,7381,226,627897,2370
3,0.8,1.4,2.0,true,krys,35,true,1.00,3431,394,3430,104,293384,2648
3,0.8,1.4,2.0,true,krys,36,false,0.91,31795,999,31793,999,2947706,1539
3,0.8,1.4,2.0,true,krys,37,true,1.00,7716,421,7696,238,640999,2494
3,0.8,1.4,2.0,true,krys,38,true,1.00,8319,422,8318,257,742345,1785
3,0.8,1.4,2.0,true,krys,39,true,1.00,11286,425,11269,345,927190,2377
3,0.8,1.4,2.0,true,krys,40,true,1.00,5782,395,5781,175,481567,2179
