searchSteps,startWeight,endWeight,exponent,dynamicEnabled,gamesPlayed,wins,winRate,avgRunTime,avgPlanningTime,avgGameTicks,avgNodesEvaluated,avgMostBacktrackedNodes,avgPercentageTravelled
3,1.5,0.7,2.2,True,215,213,0.9906976744186047,1892.4511627906977,1888.3813953488373,476.8837209302326,65479.469767441864,314.4186046511628,0.9985581395348837
3,1.5,0.9,2.2,True,215,215,1.0,1951.874418604651,1947.7441860465117,477.74883720930234,67257.15348837209,323.63255813953486,1.0
3,0.7,1.1,2.4,True,215,213,0.9906976744186047,6090.972093023256,6085.725581395349,423.4325581395349,200277.6465116279,867.1395348837209,0.9956744186046511
3,0.7,1.7,2.4,True,215,214,0.9953488372093023,7150.409302325582,7148.497674418604,411.5674418604651,236524.37209302327,948.4930232558139,0.9990697674418605
3,1.1,0.7,2.4,True,215,215,1.0,1439.2046511627907,1435.4046511627907,460.7674418604651,119026.79534883721,688.0232558139535,1.0
3,1.1,1.3,2.4,True,215,215,1.0,1475.7116279069767,1473.4837209302325,456.1720930232558,122582.30232558139,763.5348837209302,1.0
3,1.3,1.1,2.4,True,215,213,0.9906976744186047,2367.7069767441862,2364.274418604651,467.36744186046514,81415.41860465116,389.0279069767442,0.9985581395348837
3,1.3,1.7,2.4,True,215,214,0.9953488372093023,2464.0697674418607,2460.655813953488,463.80930232558137,83308.04186046512,423.1953488372093,0.9986511627906975
3,1.7,0.7,2.4,True,215,215,1.0,937.2744186046511,935.1255813953488,482.10232558139535,82421.17674418604,446.90232558139536,1.0
3,1.7,1.3,2.4,True,215,215,1.0,923.7441860465116,921.6372093023256,485.16279069767444,80668.42790697675,427.68837209302325,1.0
3,0.6,1.0,2.5,True,215,215,1.0,4590.953488372093,4587.451162790698,399.2418604651163,383419.33953488374,1958.2279069767442,1.0
3,0.6,1.2,2.5,True,215,213,0.9906976744186047,5389.613953488372,5388.1116279069765,398.3813953488372,446121.1906976744,2066.539534883721,0.9977209302325581
3,0.6,1.4,2.5,True,215,213,0.9906976744186047,5827.879069767442,5826.902325581395,393.13023255813954,476529.51627906977,2108.609302325581,0.9972558139534884
3,0.8,1.0,2.5,True,215,215,1.0,2793.5627906976742,2791.9441860465117,425.3255813953488,226666.3581395349,1236.3767441860466,1.0
3,0.8,1.2,2.5,True,215,215,1.0,3039.4,3038.0279069767444,422.46046511627907,246582.40930232557,1343.2279069767442,1.0
3,0.8,1.4,2.5,True,215,215,1.0,3207.5023255813953,3206.0697674418607,420.8558139534884,259793.33023255813,1416.0046511627907,1.0
3,1.0,0.5,2.5,True,215,215,1.0,1605.3023255813953,1601.367441860465,452.7767441860465,132139.33023255813,772.6790697674419,1.0
3,1.0,0.6,2.5,True,215,215,1.0,1586.4186046511627,1584.1627906976744,452.6511627906977,132513.32093023256,807.8418604651163,1.0
3,1.0,0.8,2.5,True,215,215,1.0,1654.4325581395349,1652.5023255813953,449.7953488372093,137897.7441860465,820.7302325581395,1.0
3,1.0,1.0,2.5,True,215,215,1.0,1629.3953488372092,1627.586046511628,448.8046511627907,134846.57674418605,843.7767441860465,1.0
3,1.0,1.2,2.5,True,215,213,0.9906976744186047,1877.3953488372092,1875.7720930232558,447.69767441860466,156176.57209302325,885.5720930232558,0.9977209302325581
3,1.0,1.4,2.5,True,215,215,1.0,1903.893023255814,1902.2744186046511,446.4186046511628,156760.88837209303,926.5209302325582,1.0
3,1.2,0.5,2.5,True,215,215,1.0,1233.0976744186046,1231.2279069767442,468.93488372093026,105454.33953488372,615.2883720930232,1.0
3,1.2,0.6,2.5,True,215,215,1.0,1258.5302325581395,1256.5488372093023,467.2279069767442,107886.83720930232,628.4976744186047,1.0
3,1.2,0.8,2.5,True,215,215,1.0,1277.167441860465,1275.1860465116279,465.25116279069766,109430.04186046512,631.4976744186047,1.0
3,1.4,0.5,2.5,True,215,215,1.0,1131.5813953488373,1129.5581395348838,478.0372093023256,98733.5953488372,571.1534883720931,1.0
3,1.4,0.6,2.5,True,215,215,1.0,1123.213953488372,1121.2046511627907,478.5581395348837,98371.56744186046,556.1767441860466,1.0
3,1.4,0.8,2.5,True,215,214,0.9953488372093023,1120.739534883721,1118.3348837209303,477.1953488372093,98570.7488372093,535.1674418604651,0.9999069767441862
3,0.7,1.1,2.8,True,215,213,0.9906976744186047,5964.213953488372,5961.7441860465115,416.69767441860466,196873.0511627907,857.8697674418605,0.995906976744186
3,0.7,1.7,2.8,True,215,212,0.986046511627907,7104.837209302325,7103.139534883721,416.28837209302327,238402.1906976744,939.5209302325582,0.9945581395348837
3,1.1,0.7,2.8,True,215,215,1.0,1422.3255813953488,1420.4837209302325,460.30232558139534,119410.27906976744,703.9674418604651,1.0
3,1.1,1.3,2.8,True,215,215,1.0,1440.3627906976744,1438.3302325581396,455.73023255813956,119383.45116279069,752.1627906976744,1.0
3,1.3,1.1,2.8,True,215,213,0.9906976744186047,2401.520930232558,2397.8,469.3906976744186,82031.6,382.54883720930235,0.9985581395348837
3,1.3,1.7,2.8,True,215,214,0.9953488372093023,2458.725581395349,2455.297674418605,463.09767441860464,84480.85581395349,415.6697674418605,0.9986511627906975
3,1.7,0.7,2.8,True,215,214,0.9953488372093023,992.0697674418604,989.4418604651163,482.1488372093023,87914.27441860465,427.9906976744186,0.9999069767441862
3,1.7,1.3,2.8,True,215,215,1.0,944.4279069767442,942.4093023255814,485.2372093023256,82553.73488372093,403.2418604651163,1.0
3,0.6,1.2,3.0,True,215,215,1.0,4854.767441860465,4851.060465116279,397.66046511627906,408501.7023255814,2040.0139534883722,1.0
3,0.6,1.6,3.0,True,215,214,0.9953488372093023,5849.804651162791,5848.59534883721,391.47441860465113,491085.6093023256,2177.711627906977,0.9986511627906975
3,1.2,0.6,3.0,True,215,215,1.0,1282.3720930232557,1278.1581395348837,467.1953488372093,106718.01860465117,627.2744186046511,1.0
3,1.2,1.0,3.0,True,215,215,1.0,1292.879069767442,1290.6,465.0046511627907,109959.79069767441,643.2883720930232,1.0
3,1.2,1.2,3.0,True,215,215,1.0,1302.7116279069767,1300.9302325581396,465.6744186046512,114089.66511627907,652.5906976744186,1.0
3,1.2,1.6,3.0,True,215,215,1.0,1266.9023255813954,1265.1023255813955,464.3906976744186,110021.69302325581,703.6418604651162,1.0
3,1.6,0.6,3.0,True,215,214,0.9953488372093023,1039.0139534883722,1036.7302325581395,481.6093023255814,92239.07906976744,458.15813953488373,0.9999069767441862
3,1.6,1.0,3.0,True,215,215,1.0,966.0325581395349,964.0511627906977,482.10697674418606,84961.52093023255,463.33488372093024,1.0
