searchSteps,startWeight,endWeight,exponent,dynamicEnabled,levelPack,levelIndex,win,% travelled,run time,game ticks,planning time,total plannings,nodes evaluated,most backtracked nodes
3,0.9,1.5,1.8,true,original,1,true,1.00,4988,400,4915,144,85074,466
3,0.9,1.5,1.8,true,original,2,true,1.00,3256,318,3209,86,21816,521
3,0.9,1.5,1.8,true,original,3,true,1.00,412,288,404,11,3368,528
3,0.9,1.5,1.8,true,original,4,true,1.00,7608,469,7584,223,272445,1438
3,0.9,1.5,1.8,true,original,5,true,1.00,8126,444,8093,237,272965,1317
3,0.9,1.5,1.8,true,original,6,true,1.00,255,289,242,7,8118,482
3,0.9,1.5,1.8,true,original,7,true,1.00,5782,451,5742,173,250452,1455
3,0.9,1.5,1.8,true,original,8,true,1.00,109,311,106,3,1886,182
3,0.9,1.5,1.8,true,original,9,true,1.00,7672,424,7628,224,175136,879
3,0.9,1.5,1.8,true,original,10,true,1.00,48,281,30,1,651,330
3,0.9,1.5,1.8,true,original,11,true,1.00,6019,422,5988,182,185091,821
3,0.9,1.5,1.8,true,original,12,true,1.00,14764,631,14751,445,486624,978
3,0.9,1.5,1.8,true,original,13,true,1.00,22,305,15,1,283,93
3,0.9,1.5,1.8,true,original,14,true,1.00,27,342,19,1,253,40
3,0.9,1.5,1.8,true,original,15,true,1.00,18492,908,18439,554,545754,874
3,0.9,1.5,1.8,true,krys,1,true,1.00,13245,505,13211,400,395655,1034
3,0.9,1.5,1.8,true,krys,2,true,1.00,5905,394,5902,178,161022,815
3,0.9,1.5,1.8,true,krys,3,true,1.00,11491,475,11489,354,353012,909
3,0.9,1.5,1.8,true,krys,4,true,1.00,11014,456,10996,337,302916,865
3,0.9,1.5,1.8,true,krys,5,true,1.00,37,337,16,1,486,159
3,0.9,1.5,1.8,true,krys,6,true,1.00,9073,385,9072,275,266694,918
3,0.9,1.5,1.8,true,krys,7,true,1.00,65,384,60,2,1348,187
3,0.9,1.5,1.8,true,krys,8,true,1.00,8810,380,8809,267,243908,917
3,0.9,1.5,1.8,true,krys,9,true,1.00,26,406,22,1,617,85
3,0.9,1.5,1.8,true,krys,10,true,1.00,3375,363,3367,102,99087,844
3,0.9,1.5,1.8,true,krys,11,true,1.00,9603,426,9602,291,265895,954
3,0.9,1.5,1.8,true,krys,12,true,1.00,10128,437,10126,307,287603,926
3,0.9,1.5,1.8,true,krys,13,true,1.00,6366,350,6365,193,179548,733
3,0.9,1.5,1.8,true,krys,14,true,1.00,7192,344,7191,218,187611,821
3,0.9,1.5,1.8,true,krys,15,true,1.00,4519,419,4517,137,137284,916
3,0.9,1.5,1.8,true,krys,16,true,1.00,8126,398,8117,246,230819,827
3,0.9,1.5,1.8,true,krys,17,true,1.00,10017,474,9999,303,290889,743
3,0.9,1.5,1.8,true,krys,18,true,1.00,5447,393,5444,166,157267,916
3,0.9,1.5,1.8,true,krys,19,true,1.00,6435,396,6432,195,187077,951
3,0.9,1.5,1.8,true,krys,20,true,1.00,7082,408,7080,215,204616,915
